Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_length,ucl_f_length,ucl_i_length,sml_mem,ucl_f_mem,ucl_i_mem,max
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e8_649_e7_709,valid,2,0.013,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,31132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave02,valid,2,0.046,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.014,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,89372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave15,valid,2,0.023,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.007,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,83016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave16,valid,2,0.021,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.007,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,86944
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr1,valid,2,0.448,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.012,0.357,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,183528
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr1_e4_23904_e4_2384,valid,2,0.27,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.138,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,185596
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1,valid,2,0.112,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.022,0,0.007,4,2,3,1,0,0,N/A,2,1,N/A,0.553,0.298,57680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_14612_e1_268_e7_501,valid,2,0.067,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.015,0,0.002,4,2,3,1,0,0,N/A,2,1,N/A,0.553,0.298,59892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_14612_e2_2653_e7_4370,valid,2,0.081,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.02,0.001,0.003,9,4,7,3,0,0,N/A,4,3,N/A,0.865,0.599,57644
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_3184_e7_1888,valid,2,0.117,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.028,0.001,0.004,9,4,7,3,0,0,N/A,3,3,N/A,0.854,0.599,57920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_5070,valid,2,0.091,2,17,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.022,0.001,0.003,9,5,8,2,0,0,N/A,4,3,N/A,0.865,0.599,57648
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e2_1997,valid,2,0.101,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.051,0,0.003,9,5,8,3,0,0,N/A,4,3,N/A,0.865,0.599,57892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e2_1997_e7_3613_e2_3409,valid,2,0.079,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.02,0,0.002,9,4,7,3,0,0,N/A,4,3,N/A,0.865,0.599,59980
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e3_11891_e7_4569_e4_4881,valid,2,0.058,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.012,0,0.002,4,2,3,1,0,0,N/A,2,1,N/A,0.553,0.298,57792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e7_3528,invalid,2,3.284,7 2,85,0,0,0,N/A,N/A,N/A,N/A,N/A,0.049,3.007,0.003,0.033,59,41,53,14,0,0,N/A,11,8,N/A,1.589,1.354,76648
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_6,valid,2,0.046,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.009,0,0.002,3,2,3,1,0,0,N/A,2,1,N/A,0.533,0.268,57956
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_6_e7_5046_e7_3623,valid,2,0.048,1,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.009,0,0.002,1,0,1,0,0,0,N/A,1,1,N/A,0.331,0.268,57720
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8,valid,2,0.039,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.008,0.001,0.001,4,0,2,0,0,0,N/A,2,1,N/A,0.544,0.386,35236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711,valid,2,0.036,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.006,0.001,0.001,4,0,2,0,0,0,N/A,2,1,N/A,0.544,0.386,35004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e1_1489,valid,2,0.039,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.006,0.001,0.001,4,0,2,0,0,0,N/A,2,1,N/A,0.544,0.386,35056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e2_2673,valid,2,0.037,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.007,0,0.001,4,0,2,0,0,0,N/A,2,1,N/A,0.544,0.386,35188
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e3_1753,valid,2,0.036,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.006,0,0.001,4,0,2,0,0,0,N/A,2,1,N/A,0.544,0.386,35172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_9,valid,2,0.171,2,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.123,0.001,0.002,11,2,9,0,0,0,N/A,2,4,N/A,0.58,1.045,39084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_9_e7_170_e3_3647,valid,2,0.174,2,23,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.125,0.001,0.002,12,4,10,2,0,0,N/A,2,3,N/A,0.615,0.751,37348
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_1,valid,2,0.049,2,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.012,0,0.002,5,2,4,1,0,0,N/A,3,2,N/A,0.715,0.46,39112
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_5,valid,2,0.049,2,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.01,0,0.002,5,2,4,1,0,0,N/A,3,2,N/A,0.688,0.414,39260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_5_e7_692_e7_2865,valid,2,0.047,2,11,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.009,0,0.002,2,0,2,0,0,0,N/A,2,2,N/A,0.474,0.41,39096
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_2,valid,2,0.026,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.005,0,0.001,3,2,3,1,0,0,N/A,2,1,N/A,0.535,0.267,31964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447,invalid,2,0.694,2 1,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.648,0.001,0.005,7,4,8,2,0,0,N/A,3,2,N/A,0.762,0.49,41752
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447_e3_1180,valid,2,1.823,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,1.796,0.001,0.001,7,4,6,2,0,0,N/A,3,2,N/A,0.886,0.614,44472
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447_e7_2194,invalid,2,0.808,2 1,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.761,0.001,0.006,7,4,8,2,0,0,N/A,3,2,N/A,0.762,0.49,43732
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_1,valid,2,0.039,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.015,0,0.001,4,2,3,1,0,0,N/A,2,1,N/A,0.566,0.305,32788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_1_e2_982_e7_492,valid,2,0.045,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.012,0,0.001,6,2,5,2,0,0,N/A,3,3,N/A,0.876,0.613,33968
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_1_e3_1884_e7_1875,valid,2,0.034,1,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.009,0,0.001,1,0,1,0,0,0,N/A,1,1,N/A,0.368,0.305,32560
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_1,valid,2,0.027,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.004,0,0.001,4,2,3,1,0,0,N/A,2,1,N/A,0.562,0.305,32012
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123,valid,2,65.433,3,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,65.386,0.002,0.002,14,4,12,1,0,0,N/A,4,4,N/A,1.006,0.883,92308
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e7_837_e7_1262,valid,2,99.102,3,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,99.055,0.002,0.002,14,4,12,1,0,0,N/A,4,3,N/A,1.002,0.738,91060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e7_856,valid,2,37.686,3,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,37.64,0.002,0.002,13,2,11,1,0,0,N/A,4,3,N/A,0.977,0.713,74320
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e8_953,valid,2,33.427,3,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,33.378,0.003,0.002,14,4,12,1,0,0,N/A,4,4,N/A,1.006,0.883,75532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e8_953_e7_1465,valid,2,44.389,3,20,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,44.348,0.001,0.002,7,1,6,0,0,0,N/A,3,3,N/A,0.786,0.717,78160
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e8_953_e8_941,valid,2,43.925,3,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,43.878,0.003,0.002,13,2,11,1,0,0,N/A,3,4,N/A,0.786,0.94,80740
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2,valid,2,7.425,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,7.401,0.001,0.001,4,1,4,0,0,0,N/A,1,2,N/A,0.513,0.611,56204
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_1118_e7_1043,valid,2,5.94,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,5.914,0,0.001,2,1,2,0,0,0,N/A,1,1,N/A,0.517,0.453,51592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_1118_e8_1177,valid,2,8.889,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,8.865,0.001,0.001,4,1,4,0,0,0,N/A,1,2,N/A,0.513,0.611,57096
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_656,valid,2,11.147,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,11.123,0.001,0.001,4,1,4,0,0,0,N/A,1,2,N/A,0.513,0.611,54116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3,valid,2,14.793,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,14.765,0.001,0.001,4,1,4,0,0,0,N/A,1,1,N/A,0.515,0.455,59508
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e7_1444_e7_638,valid,2,5.604,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,5.581,0,0.001,5,2,4,0,0,0,N/A,1,1,N/A,0.515,0.455,51928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e7_425,valid,2,7.918,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,7.895,0,0.001,2,0,2,0,0,0,N/A,1,1,N/A,0.515,0.455,52432
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e8_1329_e7_1062,valid,2,7.534,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,7.511,0,0.001,2,0,2,0,0,0,N/A,1,1,N/A,0.515,0.455,52200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e8_1329_e8_320,valid,2,11.566,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,11.542,0.001,0.001,4,1,4,0,0,0,N/A,1,2,N/A,0.515,0.617,54936
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e8_1708,valid,2,5.963,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,5.938,0.001,0.001,4,1,4,0,0,0,N/A,1,2,N/A,0.515,0.617,50948
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4,valid,2,0.028,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.004,0,0.001,5,3,5,1,0,0,N/A,1,2,N/A,0.495,0.434,33724
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4_e8_420_e7_572,valid,2,0.029,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.005,0,0.001,5,3,5,1,0,0,N/A,1,2,N/A,0.495,0.434,31960
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4_e8_420_e8_1525,valid,2,0.039,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.005,0,0.001,5,3,5,1,0,0,N/A,1,2,N/A,0.495,0.434,33628
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4_e8_974,valid,2,0.028,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.004,0,0.001,5,3,5,1,0,0,N/A,1,2,N/A,0.495,0.434,33532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all,valid,2,100.301,4,35,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,100.245,0.002,0.003,17,5,15,1,0,0,N/A,5,5,N/A,1.188,0.923,91184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e7_907,valid,2,16.24,4,31,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,16.185,0.002,0.003,16,6,14,2,0,0,N/A,4,5,N/A,0.993,0.923,71812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e7_907_e7_1363,valid,2,33.922,4,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,33.866,0.002,0.003,12,3,11,0,0,0,N/A,4,5,N/A,0.972,0.901,76184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e8_251,valid,2,20.91,4,35,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,20.854,0.002,0.003,17,5,15,1,0,0,N/A,5,5,N/A,1.166,0.901,74628
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e2_80,valid,2,0.01,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.001,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,28788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e2_63,valid,2,0.039,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.014,0,0.001,4,0,2,0,0,0,N/A,1,1,N/A,0.444,0.388,32372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e3_329_e4_1,valid,2,0.052,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.019,0.001,0.001,4,0,2,0,0,0,N/A,1,1,N/A,0.444,0.388,33616
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e2_169,valid,2,0.052,3,20,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.018,0,0.002,9,0,3,0,0,0,N/A,3,3,N/A,0.756,0.696,33604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_1,valid,2,0.072,3,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.007,0.001,0.002,3,0,3,0,0,0,N/A,3,3,N/A,0.627,0.558,38952
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_1_e7_1669,valid,2,0.057,3,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.007,0.001,0.003,5,1,5,1,0,0,N/A,3,4,N/A,0.627,0.685,37016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_2,invalid,2,0.134,4 1,38,0,0,0,N/A,N/A,N/A,N/A,N/A,0.018,0.018,0.001,0.013,9,0,7,0,0,0,N/A,5,4,N/A,1.046,0.879,41416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_4,valid,2,0.059,2,15,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.007,0.001,0.002,8,5,7,2,0,0,N/A,4,2,N/A,0.677,0.394,41120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_4_e7_1775_e7_3320,valid,2,0.052,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.006,0,0.002,7,3,7,2,0,0,N/A,3,3,N/A,0.688,0.43,39272
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_5,valid,2,0.064,2,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.006,0.001,0.004,4,2,4,1,0,0,N/A,3,2,N/A,0.666,0.394,41340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_5_e7_3307,valid,2,0.047,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.006,0,0.002,7,4,7,3,0,0,N/A,3,3,N/A,0.666,0.459,39272
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_6,valid,2,0.051,2,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.006,0,0.002,4,2,4,1,0,0,N/A,3,2,N/A,0.666,0.394,41404
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_6_e7_1096_e7_2688,valid,2,0.052,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.007,0.001,0.002,6,3,6,2,0,0,N/A,3,3,N/A,0.666,0.513,39172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7,valid,2,0.136,6,35,0,0,0,N/A,N/A,N/A,N/A,N/A,0.021,0.019,0.001,0.006,24,13,19,6,0,0,N/A,12,6,N/A,1.007,0.669,41364
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e1_2192_e1_1852,valid,2,0.183,8,50,0,0,0,N/A,N/A,N/A,N/A,N/A,0.027,0.026,0.002,0.007,35,19,30,9,0,0,N/A,14,10,N/A,1.102,0.943,39340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e2_2724_e7_524,valid,2,0.116,6,27,0,0,0,N/A,N/A,N/A,N/A,N/A,0.015,0.014,0.001,0.004,12,5,12,3,0,0,N/A,7,7,N/A,0.953,0.705,41332
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e3_59_e7_2122,valid,2,0.137,7,37,0,0,0,N/A,N/A,N/A,N/A,N/A,0.021,0.018,0.001,0.005,22,13,21,5,0,0,N/A,8,8,N/A,1.016,0.778,39172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e7_3176,valid,2,0.165,8,48,0,0,0,N/A,N/A,N/A,N/A,N/A,0.03,0.022,0.002,0.007,33,17,28,9,0,0,N/A,12,10,N/A,1.081,0.833,41108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e7_3176_e1_2924,valid,3,0.203,1 0,60,0,0,0,N/A,N/A,N/A,N/A,N/A,0.04,0.035,0.002,0.009,47,34,44,17,0,0,N/A,11,10,N/A,1.171,1.043,39112
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_7_e8_2126_e7_78,valid,2,0.129,6,33,0,0,0,N/A,N/A,N/A,N/A,N/A,0.02,0.016,0.001,0.005,21,11,17,5,0,0,N/A,9,6,N/A,0.975,0.669,39244
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e1_2706_e7_1776,valid,2,0.134,6,40,0,0,0,N/A,N/A,N/A,N/A,N/A,0.02,0.019,0.001,0.005,29,17,27,10,0,0,N/A,8,8,N/A,1.011,0.794,39368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e2_1117_e7_553,valid,2,0.134,6,28,0,0,0,N/A,N/A,N/A,N/A,N/A,0.016,0.018,0.001,0.006,13,6,13,3,0,0,N/A,6,7,N/A,0.805,0.767,39052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e3_557_e7_3464,valid,2,0.138,6,37,0,0,0,N/A,N/A,N/A,N/A,N/A,0.021,0.021,0.001,0.006,26,14,21,7,0,0,N/A,9,7,N/A,1.025,0.767,39352
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e7_591,valid,2,0.141,6,38,0,0,0,N/A,N/A,N/A,N/A,N/A,0.018,0.018,0.001,0.005,28,17,25,9,0,0,N/A,9,7,N/A,1.025,0.767,39200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all_e8_505_e7_2450,valid,2,0.153,7,37,0,0,0,N/A,N/A,N/A,N/A,N/A,0.023,0.018,0.001,0.007,23,12,20,6,0,0,N/A,10,8,N/A,1.04,0.778,41240
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_1,valid,2,0.043,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.008,0,0.002,4,2,3,1,0,0,N/A,1,1,N/A,0.369,0.306,53416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_2,valid,2,0.057,2,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.009,0,0.002,7,4,6,2,0,0,N/A,3,2,N/A,0.666,0.394,53524
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/swimmingpool_4,invalid,2,0.078,2 1,22,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.017,0,0.007,2,0,4,0,0,0,N/A,2,2,N/A,0.496,0.43,33668
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/swimmingpool_4_e7_2197,invalid,2,0.117,3 1,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.021,0.029,0.001,0.008,22,17,24,16,0,0,N/A,4,4,N/A,0.751,0.68,35088
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/swimmingpool_5,invalid,2,0.135,2 1,38,0,0,0,N/A,N/A,N/A,N/A,N/A,0.024,0.046,0,0.009,15,11,17,0,0,0,N/A,3,3,N/A,0.628,0.559,36488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e2_695,valid,2,0.03,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.003,0,0.001,4,2,3,1,0,0,N/A,2,1,N/A,0.562,0.301,33628
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33_e2_1010,valid,2,0.031,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.003,0,0.001,4,2,3,1,0,0,N/A,2,1,N/A,0.562,0.301,33576
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57_e4_1047,valid,2,0.028,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.003,0,0.001,3,2,3,1,0,0,N/A,2,1,N/A,0.543,0.271,33548
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e2_1083,invalid,2,0.312,10 2,137,0,0,0,N/A,N/A,N/A,N/A,N/A,0.075,0.121,0.003,0.02,97,79,97,2,0,0,N/A,11,9,N/A,1.74,1.435,38696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e3_473,invalid,2,0.301,9 1,134,0,0,0,N/A,N/A,N/A,N/A,N/A,0.071,0.116,0.001,0.018,93,76,94,0,0,0,N/A,9,9,N/A,1.525,1.435,38420
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e2_405_e8_1055,invalid,2,0.289,9 1,132,0,0,0,N/A,N/A,N/A,N/A,N/A,0.071,0.111,0.001,0.018,93,76,94,2,0,0,N/A,10,9,N/A,1.678,1.435,38680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e3_11_e1_429,invalid,2,1.366,9 1,160,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.108,1.093,0.002,0.028,124,105,123,5,0,0,N/A,11,9,N/A,1.783,1.517,97124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_5_e7_244_e2_693,invalid,2,0.283,11 3,136,0,0,0,N/A,N/A,N/A,N/A,N/A,0.065,0.106,0.002,0.019,93,74,94,2,0,0,N/A,11,11,N/A,1.938,1.703,38720
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_589_e2_506,invalid,2,0.23,11 2,157,0,0,0,N/A,N/A,N/A,N/A,N/A,0.072,0.051,0.001,0.02,115,92,113,1,0,0,N/A,13,10,N/A,1.769,1.525,33724
