Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_ind_length,ul_ind_length,ul_init_length,sml_ind_mem,ul_ind_mem,ul_init_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e2_1058,valid,2,0.03,2,16,0,0,0,0,0,0,0,0,0.007,0.003,0,0.002,9,5,8,2,4,0,1,4,3,4.918,0.819,0.691,1,4.468,2,0,0,36904
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e7_3681,valid,2,0.03,2,15,0,0,0,0,0,0,0,0,0.007,0.003,0,0.002,9,5,8,3,3,0,1,4,3,4.922,0.819,0.691,1,4.5,2,0,0,34904
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e1_2375,invalid,2,0.226,10 4,114,0,0,0,0,0,0.002,0.002,0,0.073,0.035,0.004,0.029,169,148,164,21,130,59,24,31,10,29.222,4.653,1.614,2,7.344,18,9,0,39148
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e4_1464,invalid,2,0.224,10 4,110,0,0,0,0,0,0.002,0.002,0,0.072,0.034,0.005,0.028,168,147,163,24,126,59,24,30,10,28.952,4.617,1.614,2,7.183,18,9,0,37164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5,valid,2,0.021,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.653,0.391,1,4.409,1,0,0,37132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e1_2552_e7_1169,valid,2,0.034,2,16,0,0,0,0,0,0,0,0,0.006,0.003,0.001,0.003,9,5,8,2,4,0,1,4,3,4.948,0.747,0.619,1,4.527,2,0,0,41036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2229,valid,2,0.031,2,17,0,0,0,0,0,0,0,0,0.007,0.003,0,0.002,9,5,8,1,5,0,1,4,3,4.831,0.747,0.619,1,4.397,2,0,0,37288
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e1_2678,valid,2,0.02,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.653,0.391,1,4.397,1,0,0,36916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e2_1492,valid,2,0.021,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.653,0.391,1,4.397,1,0,0,35120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e3_1882,valid,2,0.021,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.653,0.391,1,4.397,1,0,0,37036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e7_3594,valid,2,0.032,2,15,0,0,0,0,0,0,0,0,0.006,0.003,0,0.002,7,4,7,1,4,0,1,3,3,4.944,0.736,0.619,0,0.021,1,0,0,37012
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8,valid,2,0.021,1,11,0,0,0,0,0,0,0,0,0.003,0.002,0,0.002,4,0,2,0,1,0,0,2,1,0.021,0.652,0.494,2,5.405,3,0,0,37008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711,valid,2,0.021,1,11,0,0,0,0,0,0,0,0,0.003,0.002,0,0.002,4,0,2,0,1,0,0,2,1,0.021,0.652,0.494,2,5.404,3,0,0,35124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711_e1_1489,valid,2,0.022,1,11,0,0,0,0,0,0,0,0,0.003,0.002,0,0.002,4,0,2,0,1,0,0,2,1,0.021,0.652,0.494,2,5.404,3,0,0,36896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711_e2_2673,valid,2,0.022,1,11,0,0,0,0,0,0,0,0,0.003,0.002,0,0.002,4,0,2,0,1,0,0,2,1,0.021,0.652,0.494,2,5.404,3,0,0,39080
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711_e3_1753,valid,2,0.021,1,11,0,0,0,0,0,0,0,0,0.003,0.002,0,0.002,4,0,2,0,1,0,0,2,1,0.021,0.652,0.494,2,5.404,3,0,0,34924
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_9,valid,2,0.022,1,11,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,5,3,5,1,3,0,1,2,2,5.097,0.779,0.681,0,0.021,1,0,0,34884
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_9_e7_170_e3_3647,valid,2,0.022,1,10,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,5,3,5,2,2,0,1,2,2,5.113,0.779,0.681,0,0.021,1,0,0,34896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3,valid,3,0.078,1 0,48,0,0,0,0,0,0,0,0,0.023,0.011,0.001,0.007,36,20,28,4,19,2,7,10,7,7.074,1.503,1.336,2,5.905,12,6,0,37104
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e2_2392,valid,3,0.077,1 0,48,0,0,0,0,0,0,0,0,0.022,0.011,0.001,0.007,36,20,28,4,19,2,7,10,7,7.09,1.503,1.336,2,5.917,12,6,0,39256
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e1_3235,valid,3,0.077,1 0,48,0,0,0,0,0,0,0,0,0.023,0.011,0.001,0.007,36,20,28,4,19,2,7,10,7,7.09,1.503,1.336,2,5.917,12,6,0,36984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e2_2689,valid,3,0.076,1 0,39,0,0,0,0,0,0,0,0,0.02,0.011,0.001,0.008,37,18,24,5,15,4,4,9,6,7.285,1.395,1.231,2,5.848,15,11,0,39032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2952,valid,2,0.065,5,31,0,0,0,0,0,0,0,0,0.015,0.008,0.001,0.006,22,11,18,4,9,1,2,10,6,6.375,1.432,1.258,2,5.854,7,2,0,37224
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e1_1979,invalid,2,0.43,15 7,186,0,0,0.002,0,0.001,0.007,0.004,0.001,0.163,0.065,0.01,0.044,359,325,349,66,264,137,29,54,15,35.617,7.538,2.155,3,9.59,28,15,0,36916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e4_897,invalid,2,0.48,15 7,186,0,0,0.002,0,0.001,0.007,0.004,0.001,0.182,0.071,0.011,0.048,359,325,349,66,264,137,29,54,15,35.617,7.542,2.155,3,9.59,28,15,0,37092
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all,valid,2,0.053,4,24,0,0,0,0,0,0,0,0,0.011,0.007,0.001,0.004,13,3,9,1,4,0,1,7,4,5.232,1.438,1.249,2,6.034,6,2,0,37100
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e2_3220,valid,2,0.051,4,24,0,0,0,0,0,0,0,0,0.012,0.006,0.001,0.004,13,3,9,1,4,0,1,7,4,5.239,1.438,1.249,2,6.041,6,2,0,41252
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e1_768,valid,2,0.062,5,30,0,0,0,0,0,0,0,0,0.015,0.008,0.001,0.006,18,6,14,3,6,0,2,9,6,6.449,1.525,1.387,2,6.196,7,2,0,41236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e7_998,invalid,2,0.198,12 6,72,0,0,0,0,0,0.001,0.001,0,0.074,0.017,0.002,0.025,166,154,172,72,85,56,18,17,11,23.354,2.474,1.585,1,5.713,9,0,0,34892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b,valid,2,0.021,1,7,0,0,0,0,0,0,0,0,0.003,0.003,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.813,0.813,0,0.021,0,0,0,35060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e1_1139_e2_2893,valid,2,0.021,1,7,0,0,0,0,0,0,0,0,0.003,0.003,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.813,0.813,0,0.021,0,0,0,39188
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049_e1_946,valid,2,0.022,1,7,0,0,0,0,0,0,0,0,0.003,0.003,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.813,0.813,0,0.021,0,0,0,36996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e6_1974,valid,2,0.022,1,7,0,0,0,0,0,0,0,0,0.003,0.003,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.813,0.813,0,0.021,0,0,0,39080
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt,valid,2,0.025,1,11,0,0,0,0,0,0,0,0,0.004,0.004,0,0.002,4,1,3,0,2,0,1,2,1,4.922,1.084,0.808,1,4.654,2,0,0,37120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913_e2_3353,valid,2,0.026,1,11,0,0,0,0,0,0,0,0,0.003,0.004,0.001,0.002,4,1,3,0,2,0,1,2,1,4.922,1.084,0.808,1,4.654,2,0,0,37004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e1_1455,valid,2,0.025,1,11,0,0,0,0,0,0,0,0,0.003,0.004,0.001,0.002,4,1,3,0,2,0,1,2,1,4.922,1.084,0.808,1,4.654,2,0,0,38964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_2,valid,2,0.024,1,9,0,0,0,0,0,0,0,0,0.003,0.004,0,0.001,3,1,3,1,1,0,1,1,2,4.094,0.813,0.863,0,0.021,1,0,0,43024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_2_e1_834_e2_3395,valid,2,0.025,1,9,0,0,0,0,0,0,0,0,0.003,0.004,0,0.001,3,1,3,1,1,0,1,1,2,4.096,0.813,0.902,0,0.021,1,0,0,41044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_3,valid,2,0.029,1,13,0,0,0,0,0,0,0,0,0.004,0.005,0.001,0.002,5,2,5,0,4,0,2,2,2,5.326,1.076,1,0,0.021,2,0,0,43152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_4,valid,2,0.034,2,17,0,0,0,0,0,0,0,0,0.007,0.004,0.001,0.003,9,5,8,1,5,0,1,4,3,4.442,0.739,0.615,1,4.012,2,0,0,41168
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_4_e7_2651_e7_2847,valid,2,0.034,2,16,0,0,0,0,0,0,0,0,0.007,0.004,0.001,0.002,9,5,8,2,4,0,1,4,3,4.304,0.739,0.615,1,3.938,2,0,0,39248
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_5,valid,2,0.022,1,10,0,0,0,0,0,0,0,0,0.003,0.002,0.001,0.001,4,2,3,0,2,0,0,2,1,0.021,0.649,0.391,1,4.077,1,0,0,39000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_5_e7_692_e7_2865,valid,2,0.022,1,9,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.649,0.391,1,3.996,1,0,0,41072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_1,valid,2,0.017,1,9,0,0,0,0,0,0,0,0,0.004,0.001,0,0,4,3,4,1,2,0,0,2,1,0.021,0.783,0.359,0,0.021,0,0,0,32164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_2,valid,2,0.015,1,9,0,0,0,0,0,0,0,0,0.002,0.001,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.647,0.39,1,2.232,1,0,0,32268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_all,valid,2,0.023,2,14,0,0,0,0,0,0,0,0,0.006,0.002,0,0.001,8,5,7,2,3,0,0,4,2,0.021,0.964,0.537,1,2.314,1,0,0,32048
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447,invalid,2,0.034,2 1,24,0,0,0,0,0,0,0,0,0.007,0.005,0.001,0.005,8,4,8,2,2,0,0,3,2,0.021,0.935,0.674,1,2.216,2,1,0,32800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e3_1180,valid,2,0.026,2,13,0,0,0,0,0,0,0,0,0.004,0.002,0,0.002,8,4,6,2,2,0,0,3,2,0.021,0.935,0.674,1,2.339,2,1,0,32172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e7_2194,invalid,2,0.032,2 1,23,0,0,0,0,0,0,0,0,0.007,0.005,0.001,0.005,5,2,6,1,1,0,0,2,2,0.021,0.74,0.674,1,2.216,1,0,0,32804
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4,invalid,2,0.13,12 6,84,0,0,0,0,0,0.001,0,0,0.053,0.016,0.003,0.012,130,115,130,31,84,40,9,23,8,9.134,3.183,1.327,1,2.882,12,6,0,33208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4_e4_1689,invalid,2,0.077,6 2,52,0,0,0,0,0,0,0,0,0.025,0.01,0.001,0.01,48,41,51,9,33,17,7,7,6,7.106,1.519,1.119,1,2.765,4,0,0,33044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4_e8_1381_e1_1837,invalid,2,0.132,10 4,74,0,0,0,0,0,0.001,0,0,0.058,0.014,0.002,0.012,129,105,122,32,76,43,9,19,9,9.715,2.635,1.463,1,3.015,18,13,0,34044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4_e8_1381_e4_313,invalid,2,0.136,10 4,74,0,0,0,0,0,0.001,0,0,0.059,0.014,0.002,0.012,129,105,122,32,76,43,9,19,9,9.715,2.627,1.463,1,3.015,18,13,0,34284
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_1,valid,2,0.016,1,10,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,4,2,3,0,2,0,0,2,1,0.021,0.681,0.419,1,2.818,1,0,0,32024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_1_e2_982_e7_492,valid,2,0.029,2,16,0,0,0,0,0,0,0,0,0.008,0.004,0.001,0.002,9,5,8,2,4,0,1,4,3,3.187,0.836,0.607,1,2.762,2,0,0,33300
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_1_e3_1884_e7_1875,valid,2,0.023,2,16,0,0,0,0,0,0,0,0,0.006,0.003,0.001,0.002,9,5,8,2,4,0,1,4,3,3.187,0.836,0.607,1,2.761,2,0,0,33304
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2,valid,2,0.016,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.911,0.911,0,0.021,0,0,0,31852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e1_1753,valid,2,0.016,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.908,0.908,0,0.021,0,0,0,31764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e2_155,valid,2,0.025,1,7,0,0,0,0,0,0,0,0,0.004,0.003,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.911,0.911,0,0.021,0,0,0,31848
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e2_1599_e8_1334,valid,2,0.017,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.908,0.908,0,0.021,0,0,0,31764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929,valid,2,0.018,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0,1,0,1,0,0,0,0,1,1,0.021,0.911,0.911,0,0.021,0,0,0,31852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e4_578,valid,2,0.016,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.908,0.908,0,0.021,0,0,0,31856
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e5_1826,valid,2,0.016,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0,1,0,1,0,0,0,0,1,1,0.021,0.911,0.911,0,0.021,0,0,0,31900
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e6_2707,valid,2,0.016,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0,1,0,1,0,0,0,0,1,1,0.021,0.911,0.911,0,0.021,0,0,0,31772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e8_1167,valid,2,0.017,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.908,0.908,0,0.021,0,0,0,31812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e8_101,valid,2,0.016,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0,1,0,1,0,0,0,0,1,1,0.021,0.908,0.908,0,0.021,0,0,0,31876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e8_926_e1_1065,valid,2,0.017,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.911,0.911,0,0.021,0,0,0,31848
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e8_926_e8_2138,valid,2,0.016,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0,1,0,1,0,0,0,0,1,1,0.021,0.911,0.911,0,0.021,0,0,0,32004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_all,valid,2,0.031,3,20,0,0,0,0,0,0,0,0,0.008,0.004,0,0.002,10,5,9,1,5,0,1,5,4,3.182,1.429,1.203,1,2.69,2,0,0,32696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_1,valid,2,0.016,1,10,0,0,0,0,0,0,0,0,0.003,0.001,0,0.001,4,2,3,0,2,0,0,2,1,0.021,0.685,0.427,1,2.27,1,0,0,32324
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123,valid,2,0.026,3,19,0,0,0,0,0,0,0,0,0.006,0.003,0.001,0.002,9,3,7,0,4,0,0,5,3,0.021,1.235,0.968,1,2.892,3,1,0,33120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e7_837_e7_1262,valid,2,0.026,3,17,0,0,0,0,0,0,0,0,0.008,0.003,0,0.002,9,3,7,2,2,0,0,5,3,0.021,1.235,0.968,1,2.891,3,1,0,32640
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e7_856,valid,2,0.023,3,14,0,0,0,0,0,0,0,0,0.005,0.003,0.001,0.001,4,1,4,0,1,0,0,3,3,0.021,1.03,0.968,0,0.021,0,0,0,33272
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e8_953,valid,2,0.025,3,17,0,0,0,0,0,0,0,0,0.006,0.003,0.001,0.002,9,3,7,2,2,0,0,5,3,0.021,1.235,0.968,1,2.949,3,1,0,32876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e7_1465,valid,2,0.024,3,13,0,0,0,0,0,0,0,0,0.006,0.003,0,0.001,3,0,3,0,0,0,0,3,3,0.021,1.032,0.97,0,0.021,0,0,0,33368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e8_941,valid,2,0.025,3,17,0,0,0,0,0,0,0,0,0.007,0.003,0,0.002,9,3,7,2,2,0,0,4,3,0.021,1.225,0.968,1,2.889,3,1,0,33148
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2,valid,2,0.016,1,9,0,0,0,0,0,0,0,0,0.002,0.002,0,0.001,3,1,3,1,1,0,1,1,2,2.39,0.701,0.79,0,0.021,1,0,0,32060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e7_1043,valid,2,0.014,1,7,0,0,0,0,0,0,0,0,0.003,0.001,0,0,1,0,1,0,0,0,0,1,1,0.021,0.701,0.701,0,0.021,0,0,0,31892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e8_1177,valid,2,0.015,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,3,1,3,1,1,0,1,1,2,2.398,0.701,0.79,0,0.021,1,0,0,32148
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e8_656,valid,2,0.013,1,7,0,0,0,0,0,0,0,0,0.002,0.001,0,0,1,0,1,0,0,0,0,1,1,0.021,0.701,0.701,0,0.021,0,0,0,32072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3,valid,2,0.015,1,10,0,0,0,0,0,0,0,0,0.004,0.002,0,0,3,1,3,0,2,0,0,2,1,0.021,0.979,0.71,0,0.021,1,0,0,31868
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e7_1444_e7_638,valid,2,0.015,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0,3,1,3,1,1,0,0,2,1,0.021,0.972,0.703,0,0.021,1,0,0,32224
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e7_425,valid,2,0.016,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0,3,1,3,1,1,0,0,2,1,0.021,0.972,0.703,0,0.021,1,0,0,32040
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e7_1062,valid,2,0.016,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0,3,1,3,1,1,0,0,2,1,0.021,0.979,0.71,0,0.021,1,0,0,32008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e8_320,valid,2,0.015,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0,3,1,3,1,1,0,0,2,1,0.021,0.972,0.703,0,0.021,1,0,0,32132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e8_1708,valid,2,0.014,1,9,0,0,0,0,0,0,0,0,0.003,0.002,0,0,3,1,3,1,1,0,0,2,1,0.021,0.972,0.703,0,0.021,1,0,0,31968
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4,valid,2,0.017,1,12,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,5,3,5,0,4,0,2,2,2,2.874,0.77,0.511,0,0.021,1,0,0,32348
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4_e8_420_e7_572,valid,2,0.016,1,11,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,5,3,5,1,3,0,2,2,2,3.009,0.77,0.511,0,0.021,1,0,0,32208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4_e8_420_e8_1525,valid,2,0.017,1,11,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,5,3,5,1,3,0,2,2,2,2.881,0.77,0.511,0,0.021,1,0,0,32184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4_e8_974,valid,2,0.016,1,11,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,5,3,5,1,3,0,2,2,2,2.881,0.77,0.511,0,0.021,1,0,0,32336
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6,valid,2,0.025,3,19,0,0,0,0,0,0,0,0,0.007,0.003,0.001,0.002,9,3,7,0,4,0,0,4,4,0.021,1.145,0.928,1,2.422,3,1,0,32652
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e7_938_e2_1012,valid,2,0.024,3,18,0,0,0,0,0,0,0,0,0.007,0.003,0.001,0.002,7,2,6,0,3,0,0,3,4,0.021,1.022,1.004,1,2.752,2,0,0,33360
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e8_1147_e2_1326,valid,2,0.027,3,19,0,0,0,0,0,0,0,0,0.008,0.003,0.001,0.002,11,5,9,2,4,0,0,4,4,0.021,1.217,1.004,1,2.527,3,1,0,32184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all,valid,2,0.033,4,25,0,0,0,0,0,0,0,0,0.009,0.004,0.001,0.003,14,7,12,1,7,0,2,6,5,3.238,1.356,1.08,1,2.742,3,1,0,32780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e7_907,valid,2,0.034,4,24,0,0,0,0,0,0,0,0,0.01,0.004,0.001,0.003,13,6,11,2,5,0,2,6,5,3.28,1.356,1.08,2,3.31,3,0,0,32776
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e7_907_e7_1363,valid,2,0.033,4,24,0,0,0,0,0,0,0,0,0.009,0.004,0.001,0.003,13,5,11,2,5,0,2,6,5,3.479,1.353,1.08,1,3.045,4,1,0,32816
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e8_251,valid,2,0.033,4,24,0,0,0,0,0,0,0,0,0.009,0.004,0.001,0.003,14,6,12,3,5,0,2,7,5,3.247,1.367,1.08,1,2.982,4,1,0,32764
