Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_ind_length,ul_ind_length,ul_init_length,sml_ind_mem,ul_ind_mem,ul_init_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters_e8_371_e2_80,valid,2,0.008,0,4,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,30412
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e2_3,valid,2,0.017,1,13,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,6,1,4,1,2,0,0,2,2,0.021,0.918,0.854,2,2.688,4,0,0,32324
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389,valid,2,0.016,1,10,0,0,0,0,0,0,0,0,0.004,0.001,0,0.002,4,0,1,0,0,0,0,1,1,0.021,0.804,0.74,3,2.953,3,0,0,32364
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389_e4_294,valid,2,0.018,1,13,0,0,0,0,0,0,0,0,0.004,0.001,0,0.001,6,1,4,1,2,0,0,2,2,0.021,0.918,0.854,2,2.688,4,0,0,32568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389_e5_5,valid,2,0.016,1,10,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,4,0,1,0,0,0,0,1,1,0.021,0.807,0.747,3,3.05,3,0,0,32452
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e2_352,valid,2,0.023,3,16,0,0,0,0,0,0,0,0,0.007,0.002,0,0.002,9,0,3,0,0,0,0,3,3,0.021,0.979,0.921,3,2.876,6,3,0,32464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e3_132,valid,2,0.023,3,16,0,0,0,0,0,0,0,0,0.008,0.002,0,0.002,10,0,3,0,0,0,0,3,3,0.021,1.047,0.984,3,3.114,7,4,0,32544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e2_63,valid,2,0.02,2,13,0,0,0,0,0,0,0,0,0.005,0.002,0,0.002,6,0,2,0,0,0,0,2,2,0.021,0.822,0.766,3,3.101,4,1,0,32520
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_329_e4_1,valid,2,0.02,2,13,0,0,0,0,0,0,0,0,0.006,0.002,0,0.002,6,0,2,0,0,0,0,2,2,0.021,0.822,0.766,3,3.101,4,1,0,32424
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_329_e5_124,valid,2,0.021,2,14,0,0,0,0,0,0,0,0,0.006,0.002,0,0.002,7,1,4,1,1,0,1,2,3,2.576,0.822,0.993,2,2.836,4,1,0,32484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_99,valid,2,0.022,2,13,0,0,0,0,0,0,0,0,0.007,0.002,0,0.002,6,0,2,0,0,0,0,2,2,0.021,0.819,0.763,3,3.103,4,1,0,32212
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e2_169,valid,2,0.022,3,16,0,0,0,0,0,0,0,0,0.007,0.002,0,0.002,9,0,3,0,0,0,0,3,3,0.021,0.982,0.923,3,3.216,6,3,0,32500
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e3_222,valid,2,0.023,3,16,0,0,0,0,0,0,0,0,0.006,0.002,0.001,0.002,9,0,3,0,0,0,0,3,3,0.021,0.979,0.92,3,3.327,6,3,0,32464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e2_63,valid,2,0.015,1,11,0,0,0,0,0,0,0,0,0.004,0.001,0,0.001,4,0,2,0,1,0,0,2,1,0.021,0.872,0.716,2,2.463,3,0,0,32492
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_207,valid,2,0.015,1,11,0,0,0,0,0,0,0,0,0.004,0.001,0,0.001,4,0,2,0,1,0,0,2,1,0.021,0.879,0.723,2,2.481,3,0,0,32464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_442_e4_165,valid,2,0.015,1,11,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,4,0,2,0,1,0,0,2,1,0.021,0.872,0.716,2,2.463,3,0,0,32456
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_442_e5_260,valid,2,0.015,1,11,0,0,0,0,0,0,0,0,0.004,0.001,0,0.001,4,0,2,0,1,0,0,2,1,0.021,0.955,0.799,2,2.562,3,0,0,32368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e3_42,valid,2,0.025,3,19,0,0,0,0,0,0,0,0,0.008,0.002,0,0.002,16,5,9,4,3,0,0,4,3,0.021,1.15,0.991,3,3.048,8,4,0,32396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8,invalid,2,0.009,0,5,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,32660
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74,invalid,2,0.009,0,5,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,32564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74_e7_740,invalid,2,0.009,0,5,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,32688
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74_e8_302,invalid,2,0.011,0,5,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,32544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e8_220,invalid,2,0.01,0,5,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,32436
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e8_220_e7_249,invalid,2,0.01,0,5,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,32784
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_1,valid,2,0.033,3,15,0,0,0,0,0,0,0,0,0.006,0.003,0,0.002,6,2,5,1,1,0,0,4,3,0.021,1.087,0.822,1,4.603,1,0,0,36916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_1_e7_1669,valid,2,0.037,3,18,0,0,0,0,0,0,0,0,0.008,0.004,0.001,0.003,11,6,11,4,4,1,2,4,5,5.894,1.087,0.995,0,0.021,3,0,0,37096
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3,valid,2,0.031,2,16,0,0,0,0,0,0,0,0,0.007,0.003,0,0.003,8,0,4,0,2,0,0,4,2,0.021,0.749,0.581,2,5.75,6,2,0,41208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e7_1312_e8_1916,valid,2,0.03,2,16,0,0,0,0,0,0,0,0,0.007,0.003,0,0.003,8,0,4,0,2,0,0,4,2,0.021,0.749,0.581,2,5.744,6,2,0,41040
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703,valid,2,0.03,2,16,0,0,0,0,0,0,0,0,0.006,0.003,0.001,0.003,8,0,4,0,2,0,0,4,2,0.021,0.749,0.581,2,5.67,6,2,0,38984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703_e8_2560,valid,2,0.029,2,16,0,0,0,0,0,0,0,0,0.005,0.003,0.001,0.002,8,0,4,0,2,0,0,4,2,0.021,0.749,0.581,2,5.777,6,2,0,38972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_4,valid,2,0.03,2,15,0,0,0,0,0,0,0,0,0.007,0.003,0.001,0.002,8,4,6,0,4,0,0,4,2,0.021,0.85,0.577,1,4.6,2,1,0,39208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_4_e7_1775_e7_3320,valid,2,0.03,2,14,0,0,0,0,0,0,0,0,0.006,0.003,0,0.002,10,7,10,4,4,1,1,4,3,5.021,0.85,0.741,0,0.021,2,0,0,39004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_5,valid,2,0.028,2,12,0,0,0,0,0,0,0,0,0.005,0.003,0,0.002,5,2,4,1,1,0,0,3,2,0.021,0.827,0.565,1,4.658,1,0,0,39272
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_5_e7_3307,valid,2,0.028,2,12,0,0,0,0,0,0,0,0,0.006,0.003,0,0.002,5,2,4,1,1,0,0,3,2,0.021,0.827,0.565,1,4.59,1,0,0,39124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_6,valid,2,0.029,2,14,0,0,0,0,0,0,0,0,0.007,0.003,0.001,0.002,8,4,6,1,3,0,0,4,2,0.021,0.85,0.577,1,4.543,2,1,0,39184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_6_e7_1096_e7_2688,valid,2,0.03,2,12,0,0,0,0,0,0,0,0,0.006,0.003,0,0.002,5,2,4,1,1,0,0,3,2,0.021,0.839,0.577,1,4.684,1,0,0,41024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e2_2724_e7_524,valid,2,0.066,6,29,0,0,0,0,0,0,0,0,0.019,0.006,0.001,0.005,20,11,18,6,6,1,1,10,7,5.103,1.356,1.112,1,4.862,4,1,0,41180
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e3_59_e7_2122,valid,2,0.069,6,29,0,0,0,0,0,0,0,0,0.021,0.006,0.002,0.004,24,12,18,6,6,0,0,12,6,0.021,1.378,1.054,1,4.688,6,5,0,41136
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e7_3176,valid,2,0.073,6,30,0,0,0,0,0,0,0,0,0.023,0.006,0.001,0.006,23,13,20,7,7,1,1,11,7,5.255,1.367,1.132,1,4.901,5,2,0,39232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e7_3176_e1_2924,valid,2,0.105,7,34,0,0,0,0,0,0,0,0,0.033,0.01,0.002,0.008,26,13,21,7,7,0,1,13,8,5.422,1.539,1.287,1,4.796,6,4,0,39044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e8_2126_e7_78,valid,2,0.072,6,30,0,0,0,0,0,0,0,0,0.022,0.007,0.002,0.005,22,11,18,6,6,0,1,11,7,5.328,1.367,1.112,1,4.904,5,3,0,41296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all,valid,2,0.065,6,29,0,0,0,0,0,0,0,0,0.018,0.006,0.001,0.005,24,12,18,6,6,0,0,12,6,0.021,1.378,1.05,1,4.544,6,5,0,41264
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e1_2706_e7_1776,valid,3,0.098,1 0,43,0,0,0,0,0,0,0,0,0.034,0.01,0.001,0.008,31,18,26,10,10,0,3,12,8,4.983,1.446,1.197,1,4.784,6,4,0,41204
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e2_1117_e7_553,valid,3,0.13,3 0,60,0,0,0,0,0,0,0,0,0.044,0.013,0.001,0.012,55,37,49,23,20,3,6,15,12,7.219,1.593,1.45,1,5.104,9,5,0,41060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e3_557_e7_3464,valid,3,0.105,2 0,52,0,0,0,0,0,0,0,0,0.034,0.011,0.002,0.009,44,30,41,18,16,4,5,13,11,5.763,1.513,1.358,1,5.121,8,2,0,41280
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e7_591,valid,2,0.068,6,30,0,0,0,0,0,0,0,0,0.017,0.007,0.001,0.006,22,13,20,7,7,1,2,10,7,5.907,1.356,1.108,1,4.942,5,1,0,39072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e8_505_e7_2450,valid,3,0.099,1 0,45,0,0,0,0,0,0,0,0,0.033,0.009,0.001,0.007,35,21,29,12,10,0,2,14,8,1.109,1.595,1.258,1,4.684,6,5,0,41304
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/traffic,valid,2,0.027,4,27,0,0,0,0,0,0,0,0,0.009,0.003,0.001,0.002,16,2,10,0,6,1,1,6,4,1.598,1.062,0.884,2,2.144,10,4,0,32400
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_1,valid,3,0.069,1 0,31,0,0,0,0,0,0,0,0,0.015,0.008,0.001,0.007,18,12,17,6,9,0,3,5,5,7.715,0.893,0.91,1,5.937,3,0,0,57760
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_2,valid,2,0.042,2,13,0,0,0,0,0,0,0,0,0.006,0.003,0,0.003,8,4,6,2,2,0,0,4,2,0.021,0.747,0.471,1,5.994,2,1,0,57832
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_3,valid,2,0.029,1,9,0,0,0,0,0,0,0,0,0.004,0.003,0,0.002,4,2,3,1,1,0,0,2,1,0.021,0.657,0.395,1,5.995,1,0,0,57536
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_vt,invalid,2,0.167,5 2,42,0,0,0,0,0,0,0,0,0.028,0.021,0.001,0.018,30,21,30,14,8,0,4,7,6,11.081,2.725,2.294,1,6.19,5,2,0,61776
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/readwrit,valid,2,0.022,1,9,0,0,0,0,0,0,0,0,0.004,0.004,0,0.001,3,1,2,0,1,0,0,2,1,0.021,0.553,0.395,1,4.3,1,0,0,32592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_1,valid,3,0.048,1 0,26,0,0,0,0,0,0,0,0,0.011,0.005,0.001,0.004,15,10,13,5,6,0,1,5,3,0.795,0.991,0.722,1,4.391,2,1,0,53468
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_10_e7_106_e7_2564,valid,2,0.023,1,7,0,0,0,0,0,0,0,0,0.003,0.002,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.458,0.395,0,0.021,0,0,0,53692
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_2,valid,6,0.168,6 5 3 2 0,96,0,0,0,0,0,0,0,0,0.048,0.019,0.002,0.026,32,21,30,16,11,0,1,11,9,0.766,1.845,1.541,1,4.39,2,1,0,55504
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_5,valid,2,0.038,2,15,0,0,0,0,0,0,0,0,0.007,0.003,0,0.003,9,5,8,3,3,0,1,4,3,4.851,0.743,0.627,1,4.483,2,0,0,55684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_5_e7_3972,valid,2,0.026,1,9,0,0,0,0,0,0,0,0,0.004,0.002,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.649,0.395,1,4.469,1,0,0,55512
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_1_e7_1621,invalid,2,0.092,5 4,40,0,0,0,0,0,0,0,0,0.03,0.011,0.001,0.012,29,20,29,18,4,1,1,7,6,3.867,2.445,1.492,1,4.366,5,1,0,33308
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_4,invalid,2,0.046,2 1,23,0,0,0,0,0,0,0,0,0.012,0.005,0,0.006,9,6,10,5,1,0,0,3,2,0.021,1.359,0.503,1,3.152,1,0,0,32844
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_4_e7_2197,invalid,2,0.073,4 2,32,0,0,0,0,0,0,0,0,0.025,0.008,0.001,0.007,30,24,32,22,4,0,0,7,5,0.021,1.801,0.878,1,3.574,3,0,0,33140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_5,invalid,2,0.062,2 1,28,0,0,0,0,0,0,0,0,0.02,0.007,0,0.008,22,17,23,5,12,10,1,4,3,5.256,1.518,0.654,1,3.137,2,1,0,32896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6,invalid,2,0.083,3 1,35,0,0,0,0,0,0,0,0,0.029,0.008,0.001,0.009,39,33,41,5,28,23,2,6,4,6.639,1.745,0.798,1,4.614,2,1,0,33224
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_7,invalid,2,0.101,3 0,40,0,0,0,0,0,0.001,0,0,0.037,0.011,0.001,0.01,59,51,62,6,47,38,7,6,6,7.994,1.831,1.03,1,4.754,4,1,0,33976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_1,valid,2,0.022,2,13,0,0,0,0,0,0,0,0,0.007,0.002,0,0.001,8,4,6,2,2,0,0,4,2,0.021,0.741,0.47,1,2.426,2,1,0,32452
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_1_e7_184_e3_299,valid,2,0.021,2,12,0,0,0,0,0,0,0,0,0.006,0.002,0.001,0.001,6,4,6,2,2,0,0,4,2,0.021,1.066,0.47,0,0.021,0,0,0,32312
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e2_695,valid,2,0.015,1,8,0,0,0,0,0,0,0,0,0.003,0.002,0,0,4,3,4,2,1,0,0,2,1,0.021,0.882,0.476,0,0.021,0,0,0,32336
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e2_1010,valid,2,0.015,1,8,0,0,0,0,0,0,0,0,0.003,0.002,0,0,4,3,4,2,1,0,0,2,1,0.021,0.882,0.476,0,0.021,0,0,0,32332
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4,valid,2,0.02,2,13,0,0,0,0,0,0,0,0,0.006,0.002,0,0.001,8,4,6,2,2,0,0,4,2,0.021,0.737,0.466,1,2.328,2,1,0,32212
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e4_1047,valid,2,0.016,1,9,0,0,0,0,0,0,0,0,0.003,0.001,0,0.001,4,2,3,1,1,0,0,2,1,0.021,0.647,0.386,1,2.268,1,0,0,32396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e6_784,valid,2,0.02,2,13,0,0,0,0,0,0,0,0,0.006,0.002,0,0.001,8,4,6,2,2,0,0,4,2,0.021,0.737,0.466,1,2.333,2,1,0,32408
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592,valid,2,0.02,2,13,0,0,0,0,0,0,0,0,0.005,0.002,0,0.001,6,2,4,0,2,0,0,3,2,0.021,0.624,0.466,1,2.275,2,1,0,32240
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592_e7_265,valid,2,0.02,2,13,0,0,0,0,0,0,0,0,0.006,0.002,0,0.001,7,3,5,1,2,0,0,3,2,0.021,0.724,0.466,1,2.333,2,1,0,32316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e8_118,valid,2,0.02,2,13,0,0,0,0,0,0,0,0,0.006,0.002,0.001,0.001,8,4,6,2,2,0,0,4,2,0.021,0.737,0.466,1,2.333,2,1,0,32236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e8_118_e7_178,valid,2,0.019,2,13,0,0,0,0,0,0,0,0,0.006,0.002,0,0.001,7,3,5,1,2,0,0,2,2,0.021,0.525,0.466,1,2.333,2,1,0,32344
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e2_1083,invalid,2,0.182,7 0,56,0,0,0,0,0,0.003,0,0,0.085,0.011,0.001,0.016,140,123,141,2,122,113,8,9,9,8.651,1.787,1.563,2,3.606,9,6,0,34208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e3_473,invalid,2,0.182,7 0,56,0,0,0,0,0,0.003,0,0,0.083,0.012,0.002,0.016,140,123,141,2,122,113,8,9,9,8.969,1.787,1.563,2,3.606,9,6,0,34560
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e8_1055,invalid,2,0.181,7 0,55,0,0,0,0,0,0.004,0,0,0.084,0.011,0.001,0.015,140,123,141,2,122,113,8,9,9,8.812,1.787,1.563,1,2.27,9,7,0,34424
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e1_429,invalid,2,0.216,7 0,56,0,0,0,0,0,0.006,0.001,0,0.102,0.013,0.001,0.018,168,151,169,2,150,141,8,9,9,9.506,1.811,1.588,2,3.703,9,6,0,34852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e5_24,invalid,2,0.215,7 0,55,0,0,0,0,0,0.006,0,0,0.1,0.013,0.001,0.018,168,151,169,2,150,141,8,9,9,9.683,1.795,1.571,1,2.363,9,7,0,34132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_661,invalid,2,0.21,7 0,56,0,0,0,0,0,0.005,0,0,0.099,0.012,0.001,0.017,168,151,169,2,150,141,8,9,9,9.502,1.807,1.588,2,3.703,9,6,0.001,34132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e2_693,invalid,2,0.174,7 0,55,0,0,0.001,0,0,0.004,0,0,0.08,0.011,0.001,0.015,133,116,134,2,115,106,8,9,9,9.13,1.787,1.563,1,2.27,9,7,0,34368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e3_1071,invalid,2,0.207,7 0,55,0,0,0,0,0.001,0.005,0,0,0.104,0.012,0.001,0.017,161,144,162,2,143,134,8,9,9,9.432,1.807,1.588,1,2.308,9,7,0,33856
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e2_506,invalid,2,0.191,10 1,66,0,0,0,0,0,0.002,0,0,0.088,0.012,0.002,0.019,150,127,149,1,127,115,10,12,10,9.692,1.952,1.713,2,3.677,13,10,0,33712
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e3_349,invalid,2,0.201,10 1,66,0,0,0,0,0,0.003,0,0,0.097,0.012,0.002,0.019,158,135,157,1,135,123,10,12,10,10.207,1.96,1.721,2,3.832,13,10,0,34596
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_893,invalid,2,0.196,10 1,66,0,0,0,0,0,0.003,0,0,0.089,0.013,0.001,0.019,150,127,149,1,127,115,10,12,10,10.17,1.952,1.713,2,3.677,13,10,0,34428
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e1_956,invalid,2,0.232,9 0,68,0,0,0.001,0,0,0.004,0,0,0.113,0.015,0.002,0.021,175,153,175,2,153,142,9,12,11,9.991,2.156,1.922,1,2.453,11,9,0,34036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e3_47,invalid,2,0.233,9 0,72,0,0,0.001,0,0,0.004,0,0,0.112,0.016,0.002,0.021,178,155,178,3,155,142,9,14,12,9.995,2.357,2.106,1,2.358,11,9,0,34684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e5_979,invalid,2,0.227,9 0,68,0,0,0.001,0,0,0.004,0,0,0.11,0.015,0.002,0.02,175,153,175,2,153,142,9,12,11,10.233,2.137,1.902,1,2.509,11,9,0,34604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_621_e7_669,invalid,2,0.095,6 0,50,0,0,0,0,0,0,0,0,0.038,0.009,0.001,0.012,58,43,59,0,44,35,7,7,8,7.562,1.41,1.503,1,2.57,8,6,0,33712
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_8,invalid,2,0.097,6 0,58,0,0,0,0,0,0,0,0,0.036,0.009,0.001,0.013,60,44,61,0,45,34,9,9,9,8.461,1.852,1.656,2,3.37,8,5,0,33876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_1,valid,2,0.009,0,4,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,31116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e3_287,invalid,3,0.883,17 13 6,183,0,0,0.008,0,0.002,0.029,0.004,0,0.42,0.05,0.005,0.096,822,760,811,312,460,395,30,47,34,38.04,5.291,4.539,1,6.689,45,27,0,37412
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e3_76,invalid,2,0.463,22 11,107,0,0,0.004,0,0.001,0.016,0.001,0,0.219,0.027,0.003,0.04,354,313,345,60,257,226,15,29,21,22.143,3.946,3.403,1,5.81,29,19,0.001,35704
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_1,valid,2,0.017,1,9,0,0,0,0,0,0,0,0,0.005,0.002,0,0.001,6,4,5,3,1,0,0,2,1,0.021,0.964,0.39,1,2.381,1,0,0,32552
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_2,valid,2,0.021,2,14,0,0,0,0,0,0,0,0,0.005,0.002,0,0.002,11,6,8,4,3,0,1,3,2,2.785,0.978,0.715,2,2.925,3,1,0,32228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_3,valid,2,0.016,1,7,0,0,0,0,0,0,0,0,0.003,0.001,0,0.001,1,0,1,0,0,0,0,1,1,0.021,0.496,0.496,0,0.021,0,0,0,32100
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_all,valid,2,0.029,3,18,0,0,0,0,0,0,0,0,0.009,0.003,0.001,0.003,14,8,11,5,4,0,1,4,3,3.396,1.351,0.986,2,3.702,3,1,0,32888
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207,valid,2,0.009,0,4,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,31080
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e7_538,valid,2,0.01,0,4,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,31036
