Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,f_sml,f_reuse_sml,sml_ind_length,sml_ind_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e8_505_e7_2450,valid,2,0.083,7,52,0,0,0,0,0,0.026,0.008,0.001,0.005,0,0,0,0.021,1,5.495,19,5,0,41072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/traffic,valid,2,0.026,4,30,0,0,0,0,0,0.01,0.003,0.001,0.002,0,0,0,0.021,2,2.144,12,4,0,32548
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_1,valid,2,0.042,2,21,0,0,0,0,0,0.007,0.004,0,0.003,0,0,0,0.021,1,6.249,7,1,0,57684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_2,valid,2,0.041,2,19,0,0,0,0,0,0.006,0.004,0,0.003,0,0,0,0.021,1,6.24,6,1,0,57720
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_3,valid,2,0.032,1,12,0,0,0,0,0,0.004,0.004,0,0.002,0,0,0,0.021,1,6.146,3,0,0,57700
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_vt,invalid,2,0.177,5 2,100,0,0,0,0,0,0.042,0.024,0.001,0.017,34,9,3,12.84,1,6.618,40,2,0,61684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/readwrit,valid,2,0.023,1,10,0,0,0,0,0,0.004,0.004,0,0.001,0,0,0,0.021,1,4.455,2,0,0,32612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_1,valid,2,0.035,2,21,0,0,0,0,0,0.006,0.004,0,0.002,0,0,0,0.021,1,4.74,7,1,0,53616
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_10_e7_106_e7_2564,valid,2,0.025,1,7,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,0,0.021,0,0,0,57576
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_2,valid,2,0.044,3,24,0,0,0,0,0,0.008,0.004,0,0.003,0,0,0,0.021,1,4.743,7,1,0,53616
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_5,valid,2,0.036,2,21,0,0,0,0,0,0.008,0.003,0,0.002,0,0,0,0.021,1,4.733,7,1,0,53400
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_5_e7_3972,valid,2,0.028,1,12,0,0,0,0,0,0.005,0.003,0,0.001,0,0,0,0.021,1,4.62,3,0,0,53460
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_1_e7_1621,invalid,2,0.103,5 4,78,0,0,0,0,0,0.036,0.015,0.001,0.01,12,0,0,0.021,1,4.552,24,1,0,33876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_4,invalid,2,0.046,2 1,34,0,0,0,0,0,0.013,0.006,0,0.006,0,0,0,0.021,1,3.397,7,0,0,33548
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_4_e7_2197,invalid,2,0.073,4 3,57,0,0,0,0,0,0.024,0.009,0.001,0.008,0,0,0,0.021,1,3.627,16,1,0,33900
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_5,invalid,2,0.066,2 1,51,0,0,0,0,0,0.021,0.009,0.001,0.008,12,11,1,5.11,1,3.421,20,1,0,33020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6,invalid,3,0.13,4 3 2,118,0,0,0.001,0,0,0.045,0.018,0.001,0.02,36,26,10,11.603,1,3.874,52,2,0,33400
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_7,invalid,4,0.368,10 9 7 4,436,0,0.001,0.004,0.001,0.001,0.149,0.062,0.002,0.041,183,119,7,11.847,2,6.981,242,3,0,34964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_1,valid,2,0.023,2,19,0,0,0,0,0,0.006,0.002,0,0.002,0,0,0,0.021,1,2.679,6,1,0,32620
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_1_e7_184_e3_299,valid,3,0.047,1 0,66,0,0,0,0,0,0.019,0.007,0.001,0.003,0,0,0,0.021,1,2.837,24,2,0,32892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e2_695,valid,2,0.016,1,14,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,1,2.575,4,0,0,32300
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e2_1010,valid,2,0.016,1,14,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,1,2.575,4,0,0,32200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4,valid,2,0.026,2,19,0,0,0,0,0,0.006,0.003,0,0.001,0,0,0,0.021,1,2.578,6,1,0,32308
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e4_1047,valid,2,0.015,1,12,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,1,2.479,3,0,0,32384
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e3_57_e6_784,valid,2,0.023,2,19,0,0,0,0,0,0.006,0.003,0,0.001,0,0,0,0.021,1,2.583,6,1,0,31980
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592,valid,2,0.024,2,15,0,0,0,0,0,0.005,0.002,0,0.001,0,0,0,0.021,1,2.525,4,1,0,31928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e7_592_e7_265,valid,2,0.02,2,17,0,0,0,0,0,0.005,0.002,0,0.001,0,0,0,0.021,1,2.583,5,1,0,32484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e8_118,valid,2,0.021,2,19,0,0,0,0,0,0.006,0.002,0,0.001,0,0,0,0.021,1,2.583,6,1,0,32384
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_4_e8_118_e7_178,valid,2,0.021,2,17,0,0,0,0,0,0.006,0.002,0,0.001,0,0,0,0.021,1,2.583,5,1,0,32320
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e2_1083,invalid,2,0.213,8 1,202,0,0.001,0.003,0.001,0,0.091,0.022,0.002,0.017,129,122,7,8.661,1,4.37,139,1,0,34260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e3_473,invalid,2,0.227,8 1,203,0,0.001,0.004,0.001,0,0.091,0.025,0.001,0.018,129,122,7,8.672,2,5.282,139,0,0.001,34264
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e2_405_e8_1055,invalid,2,0.226,8 1,202,0,0.001,0.004,0.001,0,0.097,0.024,0.002,0.018,129,122,7,8.907,1,3.764,139,1,0,34440
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e1_429,invalid,2,0.268,9 1,233,0,0.001,0.006,0.001,0,0.127,0.028,0.002,0.021,154,147,7,9.404,1,3.707,172,8,0.001,34072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_11_e5_24,invalid,2,0.255,8 1,230,0,0.001,0.006,0.001,0,0.114,0.028,0.001,0.019,157,150,7,9.701,1,4.377,167,1,0.001,34500
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e3_661,invalid,2,0.256,7 0,221,0,0.001,0.005,0.001,0,0.111,0.027,0.001,0.019,148,141,7,9.285,2,5.043,165,7,0.001,34200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e2_693,invalid,2,0.184,8 1,186,0,0.001,0.003,0.001,0,0.079,0.019,0.001,0.017,115,108,7,8.573,1,4.371,124,1,0,33760
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_5_e7_244_e3_1071,invalid,2,0.235,8 1,221,0,0.001,0.006,0.001,0,0.105,0.026,0.001,0.018,150,143,7,9.439,1,4.374,159,1,0.001,34520
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e2_506,invalid,2,0.234,12 3,227,0,0.001,0.003,0,0,0.103,0.026,0.002,0.021,132,116,10,10.077,2,4.979,154,11,0.001,34024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_589_e3_349,invalid,2,0.238,11 2,233,0,0.001,0.003,0.001,0,0.1,0.027,0.002,0.022,140,123,10,10.604,2,5.057,161,10,0.001,34044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e2_893,invalid,2,0.223,12 3,227,0,0.001,0.003,0,0,0.096,0.024,0.002,0.022,132,116,10,10.232,2,4.979,154,11,0.001,34112
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e1_956,invalid,2,0.278,14 4,276,0,0.001,0.005,0.001,0,0.127,0.03,0.002,0.025,166,146,11,11.509,2,5.244,190,11,0.001,34392
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e3_47,invalid,2,0.276,11 2,240,0,0.001,0.005,0.001,0,0.125,0.031,0.002,0.023,153,143,9,10.362,1,4.024,173,10,0.001,35052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_6_e3_294_e5_979,invalid,2,0.267,11 2,241,0,0.001,0.005,0.001,0,0.123,0.029,0.001,0.024,153,143,9,10.599,2,5.015,173,9,0.001,34624
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_621_e7_669,invalid,6,0.216,6 4 3 2 1 0,324,0,0.001,0.001,0,0,0.086,0.029,0.001,0.033,121,66,8,8.495,1,3.493,151,9,0,34412
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/cd_e7_8,invalid,2,0.097,6 0,100,0,0,0,0,0,0.036,0.01,0.001,0.012,42,36,6,6.971,2,4.511,54,7,0,33136
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_1,valid,2,0.008,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,31084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e3_287,invalid,2,2.588,42 18,2587,0,0.038,0.165,0.011,0.001,1.192,0.4,0.005,0.183,1532,847,27,44.723,1,9.274,1677,28,0.001,57836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e3_76,invalid,2,0.719,25 14,669,0,0.004,0.023,0.002,0,0.332,0.082,0.004,0.057,329,208,12,23.993,1,7.416,414,22,0.002,36344
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_1,valid,2,0.017,1,16,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,1,2.531,5,0,0,32168
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_2,valid,2,0.021,1,15,0,0,0,0,0,0.004,0.003,0,0.002,0,0,0,0.021,2,3.172,5,0,0,32424
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_3,valid,2,0.015,1,7,0,0,0,0,0,0.003,0.001,0,0.001,0,0,0,0.021,0,0.021,0,0,0,31800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/PRODUCER_CONSUMER_all,valid,2,0.026,2,20,0,0,0,0,0,0.008,0.003,0,0.002,0,0,0,0.021,2,3.893,6,0,0,32108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207,valid,2,0.009,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,31068
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e7_538,valid,2,0.015,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,31052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e7_207_e8_507,valid,2,0.008,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,31060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e8_649,valid,2,0.01,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,31076
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed_e8_649_e7_709,valid,2,0.009,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,31060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave02,valid,2,0.025,0,4,0,0,0,0,0,0.005,0.008,0,0,0,0,0,0.021,0,0.021,0,0,0,89204
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave15,valid,2,0.022,0,4,0,0,0,0,0,0.005,0.007,0,0,0,0,0,0.021,0,0.021,0,0,0,84796
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave16,valid,2,0.022,0,4,0,0,0,0,0,0.005,0.007,0,0,0,0,0,0.021,0,0.021,0,0,0,85044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr1,valid,2,0.28,0,4,0,0,0,0,0,0.003,0.214,0,0,0,0,0,0.021,0,0.021,0,0,0,185300
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr1_e4_23904_e4_2384,valid,2,0.12,0,4,0,0,0,0,0,0.003,0.054,0,0,0,0,0,0.021,0,0.021,0,0,0,185396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1,valid,2,0.051,1,13,0,0,0,0,0,0.003,0.011,0,0.003,0,0,0,0.021,1,6.303,3,0,0,59772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_14612_e1_268_e7_501,valid,2,0.067,1,13,0,0,0,0,0,0.004,0.015,0,0.003,0,0,0,0.021,1,6.472,3,0,0,57608
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_14612_e2_2653_e7_4370,valid,2,0.085,2,22,0,0,0,0,0,0.007,0.022,0,0.003,0,0,0,0.021,1,6.658,7,1,0,57580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_3184_e7_1888,valid,2,0.076,2,22,0,0,0,0,0,0.006,0.02,0,0.003,0,0,0,0.021,1,6.463,7,1,0,59544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_5070,valid,2,0.075,2,24,0,0,0,0,0,0.008,0.019,0,0.004,0,0,0,0.021,1,6.465,7,0,0,57528
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e2_1997,valid,2,0.102,2,24,0,0,0,0,0,0.006,0.046,0,0.004,0,0,0,0.021,1,6.564,7,0,0,57604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e2_1997_e7_3613_e2_3409,valid,2,0.108,2,22,0,0,0,0,0,0.006,0.047,0,0.003,0,0,0,0.021,1,6.658,7,1,0,57668
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e3_11891_e7_4569_e4_4881,valid,2,0.052,1,13,0,0,0,0,0,0.003,0.011,0,0.002,0,0,0,0.021,1,6.472,3,0,0,57684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e7_3528,invalid,2,3.424,6 2,87,0,0,0,0.001,0,0.038,3.128,0.001,0.046,9,0,5,14.34,2,8.482,27,6,0.003,78804
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_6,valid,2,0.048,1,12,0,0,0,0,0,0.004,0.011,0,0.002,0,0,0,0.021,0,0.021,2,0,0,57692
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_6_e7_5046_e7_3623,valid,2,0.053,1,8,0,0,0,0,0,0.003,0.009,0,0.002,0,0,0,0.021,0,0.021,0,0,0,57808
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8,valid,2,0.039,1,12,0,0,0,0,0,0.003,0.006,0,0.002,0,0,0,0.021,2,5.479,3,0,0,34836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711,valid,2,0.039,1,12,0,0,0,0,0,0.003,0.006,0,0.002,0,0,0,0.021,2,5.466,3,0,0,35056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e1_1489,valid,2,0.037,1,12,0,0,0,0,0,0.002,0.006,0,0.002,0,0,0,0.021,2,5.466,3,0,0,36824
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e2_2673,valid,2,0.042,1,12,0,0,0,0,0,0.003,0.007,0,0.003,0,0,0,0.021,2,5.466,3,0,0,36908
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e3_1753,valid,2,0.052,1,12,0,0,0,0,0,0.003,0.008,0,0.004,0,0,0,0.021,2,5.466,3,0,0,34876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_9,valid,2,0.22,2,23,0,0,0,0,0,0.009,0.161,0,0.004,0,0,0,0.021,2,6.023,8,1,0,37888
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_9_e7_170_e3_3647,valid,2,0.207,2,29,0,0,0,0,0,0.007,0.162,0,0.004,0,0,0,0.021,2,6.064,10,0,0,37736
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_1,valid,2,0.054,2,16,0,0,0,0,0,0.005,0.012,0,0.003,0,0,0,0.021,1,4.36,3,0,0,38968
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_5,valid,2,0.069,2,16,0,0,0,0,0,0.006,0.015,0,0.003,0,0,0,0.021,1,4.348,3,0,0,38916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_5_e7_692_e7_2865,valid,2,0.047,2,11,0,0,0,0,0,0.005,0.009,0,0.002,0,0,0,0.021,0,0.021,0,0,0,41084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_2,valid,2,0.026,1,12,0,0,0,0,0,0.002,0.005,0,0.001,0,0,0,0.021,0,0.021,2,0,0,31872
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447,invalid,2,0.735,2 1,31,0,0,0,0,0,0.009,0.684,0,0.007,0,0,0,0.021,1,2.377,5,0,0,43652
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447_e3_1180,valid,2,1.912,2,20,0,0,0,0,0,0.006,1.881,0,0.002,0,0,0,0.021,1,2.377,5,0,0,45428
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447_e7_2194,invalid,2,0.664,2 1,26,0,0,0,0,0,0.007,0.615,0,0.005,0,0,0,0.021,0,0.021,2,0,0,42380
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_1,valid,2,0.043,1,13,0,0,0,0,0,0.002,0.015,0,0.001,0,0,0,0.021,1,3.109,3,0,0,32768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_1_e2_982_e7_492,valid,2,0.049,2,18,0,0,0,0,0,0.005,0.015,0,0.002,0,0,0,0.021,1,3.139,4,0,0,34000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_1_e3_1884_e7_1875,valid,2,0.039,1,8,0,0,0,0,0,0.002,0.008,0,0.001,0,0,0,0.021,0,0.021,0,0,0,32504
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_1,valid,2,0.028,1,13,0,0,0,0,0,0.003,0.004,0,0.001,0,0,0,0.021,1,2.535,3,0,0,32036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123,valid,2,57.638,3,33,0,0,0,0,0,0.009,57.594,0.001,0.002,0,0,0,0.021,1,3.201,11,1,0.001,76620
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e7_837_e7_1262,valid,2,97.343,3,33,0,0,0,0,0,0.009,97.299,0.001,0.002,0,0,0,0.021,1,3.139,11,1,0,95116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e7_856,valid,2,15.565,3,31,0,0,0,0,0,0.011,15.517,0.001,0.003,0,0,0,0.021,1,3.201,10,1,0,68580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e8_953,valid,2,46.892,3,33,0,0,0,0,0,0.01,46.844,0.001,0.003,0,0,0,0.021,1,3.097,11,1,0,80068
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e8_953_e7_1465,valid,2,54.576,3,23,0,0,0,0,0,0.007,54.529,0,0.003,0,0,0,0.021,1,3.075,5,0,0,84224
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e8_953_e8_941,valid,2,22.376,3,31,0,0,0,0,0,0.011,22.33,0.001,0.002,0,0,0,0.021,1,2.898,10,1,0,72460
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2,valid,2,7.226,1,14,0,0,0,0,0,0.004,7.203,0,0.001,0,0,0,0.021,0,0.021,3,0,0,56600
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_1118_e7_1043,valid,2,9.353,1,10,0,0,0,0,0,0.004,9.329,0,0.001,0,0,0,0.021,0,0.021,1,0,0,54796
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_1118_e8_1177,valid,2,8.435,1,14,0,0,0,0,0,0.005,8.409,0,0.001,0,0,0,0.021,0,0.021,3,0,0,57016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_656,valid,2,10.536,1,14,0,0,0,0,0,0.004,10.511,0,0.001,0,0,0,0.021,0,0.021,3,0,0,54280
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3,valid,2,20.024,1,14,0,0,0,0,0,0.004,19.999,0,0.001,0,0,0,0.021,0,0.021,3,0,0,61428
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e7_1444_e7_638,valid,2,4.047,1,15,0,0,0,0,0,0.004,4.022,0,0.001,0,0,0,0.021,1,2.867,4,0,0,53716
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e7_425,valid,2,7.785,1,10,0,0,0,0,0,0.003,7.763,0,0.001,0,0,0,0.021,0,0.021,1,0,0,52672
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e8_1329_e7_1062,valid,2,7.258,1,10,0,0,0,0,0,0.004,7.234,0,0.001,0,0,0,0.021,0,0.021,1,0,0,52736
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e8_1329_e8_320,valid,2,11.171,1,14,0,0,0,0,0,0.004,11.145,0,0.001,0,0,0,0.021,0,0.021,3,0,0,55204
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e8_1708,valid,2,5.725,1,14,0,0,0,0,0,0.004,5.701,0,0.001,0,0,0,0.021,0,0.021,3,0,0,50956
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4,valid,2,0.028,1,16,0,0,0,0,0,0.004,0.005,0,0.001,0,0,0,0.021,0,0.021,4,0,0,33544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4_e8_420_e7_572,valid,2,0.028,1,16,0,0,0,0,0,0.003,0.005,0,0.001,0,0,0,0.021,0,0.021,4,0,0,33596
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4_e8_420_e8_1525,valid,2,0.028,1,16,0,0,0,0,0,0.003,0.005,0,0.001,0,0,0,0.021,0,0.021,4,0,0,33488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4_e8_974,valid,2,0.027,1,16,0,0,0,0,0,0.003,0.005,0,0.001,0,0,0,0.021,0,0.021,4,0,0,33492
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all,valid,2,51.877,4,40,0,0,0,0,0,0.012,51.809,0.001,0.004,0,0,0,0.021,1,3.322,13,1,0.001,91132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e7_907,valid,2,9.849,4,38,0,0,0,0,0,0.013,9.78,0.001,0.005,0,0,0,0.021,1,3.004,12,1,0.001,69812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e7_907_e7_1363,valid,2,27.545,4,38,0,0,0,0,0,0.013,27.481,0.001,0.005,0,0,0,0.021,1,3.273,13,2,0.001,71816
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e8_251,valid,2,38.357,4,40,0,0,0,0,0,0.012,38.298,0.001,0.004,0,0,0,0.021,1,3.329,13,1,0.001,82168
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/_6counters_e8_371_e2_80,valid,2,0.01,0,4,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,28764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e2_63,valid,2,0.036,1,12,0,0,0,0,0,0.004,0.014,0,0.001,0,0,0,0.021,2,2.771,3,0,0,33380
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e3_329_e4_1,valid,2,0.047,1,12,0,0,0,0,0,0.004,0.013,0,0.001,0,0,0,0.021,2,2.771,3,0,0,32412
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/durationThm_2_e7_145_e2_169,valid,2,0.044,3,17,0,0,0,0,0,0.007,0.008,0,0.002,0,0,0,0.021,3,3.227,6,3,0,33520
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_1,valid,2,0.06,3,14,0,0,0,0,0,0.005,0.007,0.001,0.002,0,0,0,0.021,0,0.021,0,0,0,36916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_1_e7_1669,valid,2,0.057,3,16,0,0,0,0,0,0.007,0.007,0,0.002,0,0,0,0.021,0,0.021,1,0,0,37164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_2,invalid,2,0.17,6 2,72,0,0,0,0,0,0.024,0.025,0.001,0.017,13,0,2,7.338,2,6.421,19,2,0,39080
