Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,f_sml,f_reuse_sml,sml_ind_length,sml_ind_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e1_3235,valid,2,0.054,4,36,0,0,0,0,0,0.013,0.009,0,0.004,0,0,0,0.021,2,6.188,14,3,0,37140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e2_2689,valid,2,0.057,4,34,0,0,0,0,0,0.013,0.008,0,0.005,0,0,0,0.021,2,6.188,13,3,0,36900
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2952,valid,2,0.086,6,48,0,0,0,0,0,0.021,0.012,0.001,0.008,0,0,0,0.021,2,6.368,20,6,0,36908
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e1_1979,invalid,2,0.139,3 2,84,0,0,0,0,0,0.039,0.02,0.001,0.018,13,10,3,8.953,2,6.463,40,9,0,36836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e4_897,invalid,2,0.152,3 2,84,0,0,0,0,0,0.042,0.022,0.001,0.02,13,10,3,8.953,2,6.463,40,9,0,39156
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all,valid,2,0.053,4,28,0,0,0,0,0,0.011,0.007,0,0.005,0,0,0,0.021,2,6.183,9,2,0,36876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e2_3220,valid,2,0.053,4,28,0,0,0,0,0,0.011,0.008,0.001,0.005,0,0,0,0.021,2,6.188,9,2,0,39072
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e1_768,valid,2,0.06,5,37,0,0,0,0,0,0.014,0.008,0,0.005,0,0,0,0.021,2,6.287,13,3,0,39120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e7_998,invalid,2,0.05,2 1,28,0,0,0,0,0,0.01,0.006,0,0.007,0,0,0,0.021,1,4.845,4,0,0,37064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b,valid,2,0.021,1,7,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,0,0.021,0,0,0,34788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e1_1139_e2_2893,valid,2,0.021,1,7,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,0,0.021,0,0,0,36916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049_e1_946,valid,2,0.022,1,7,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,0,0.021,0,0,0,37004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e6_1974,valid,2,0.022,1,7,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,0,0.021,0,0,0,34916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt,valid,2,0.025,1,12,0,0,0,0,0,0.004,0.005,0,0.002,0,0,0,0.021,1,4.654,3,0,0,39052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913_e2_3353,valid,2,0.026,1,12,0,0,0,0,0,0.003,0.005,0,0.002,0,0,0,0.021,1,4.654,3,0,0,37128
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e1_1455,valid,2,0.026,1,12,0,0,0,0,0,0.004,0.005,0,0.002,0,0,0,0.021,1,4.654,3,0,0,37052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_2,valid,2,0.023,1,9,0,0,0,0,0,0.003,0.004,0,0.001,0,0,0,0.021,0,0.021,1,0,0,41164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_2_e1_834_e2_3395,valid,2,0.022,1,9,0,0,0,0,0,0.003,0.003,0,0.001,0,0,0,0.021,0,0.021,1,0,0,41020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_3,valid,2,0.027,1,13,0,0,0,0,0,0.004,0.006,0,0.002,0,0,0,0.021,2,5.184,4,0,0,41184
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_4,valid,2,0.039,2,21,0,0,0,0,0,0.007,0.005,0.001,0.002,0,0,0,0.021,1,4.252,7,1,0,39068
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_4_e7_2651_e7_2847,valid,2,0.032,2,21,0,0,0,0,0,0.007,0.004,0,0.002,0,0,0,0.021,1,4.302,7,1,0,39148
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_5,valid,2,0.023,1,12,0,0,0,0,0,0.003,0.002,0.001,0.001,0,0,0,0.021,1,4.229,3,0,0,38984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_5_e7_692_e7_2865,valid,2,0.023,1,12,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,1,4.147,3,0,0,41092
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_1,valid,2,0.022,2,21,0,0,0,0,0,0.006,0.003,0,0.001,0,0,0,0.021,1,2.747,7,1,0,32200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_2,valid,2,0.015,1,12,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,1,2.447,3,0,0,32236
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_all,valid,3,0.062,1 0,76,0,0,0,0,0,0.022,0.009,0.001,0.003,0,0,0,0.021,1,3.065,31,4,0,32776
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447,invalid,2,0.034,2 1,30,0,0,0,0,0,0.008,0.005,0.001,0.005,0,0,0,0.021,1,2.608,6,1,0,32788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e3_1180,valid,2,0.022,2,19,0,0,0,0,0,0.005,0.003,0.001,0.001,0,0,0,0.021,1,2.673,6,1,0,32196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e7_2194,invalid,2,0.041,2 1,26,0,0,0,0,0,0.01,0.006,0.001,0.005,0,0,0,0.021,1,2.544,3,0,0,32692
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4,invalid,2,0.206,13 6,282,0,0.001,0.001,0.001,0,0.087,0.035,0.002,0.016,112,42,10,10.091,1,3.276,147,10,0,34176
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4_e4_1689,invalid,2,0.088,6 2,102,0,0,0,0,0,0.03,0.014,0.001,0.011,29,15,5,6.426,1,3.013,43,2,0,33476
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4_e8_1381_e1_1837,invalid,2,0.085,5 2,100,0,0,0,0,0,0.03,0.012,0.001,0.009,33,21,4,6.337,1,3.069,45,1,0,33028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i4_e8_1381_e4_313,invalid,2,0.103,5 2,100,0,0,0,0,0,0.038,0.016,0.001,0.011,33,21,4,6.337,1,3.069,45,1,0,33068
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_1,valid,2,0.017,1,12,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,1,2.997,3,0,0,31960
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_1_e2_982_e7_492,valid,2,0.024,2,21,0,0,0,0,0,0.006,0.003,0,0.001,0,0,0,0.021,1,3.103,7,1,0,33396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_1_e3_1884_e7_1875,valid,2,0.023,2,21,0,0,0,0,0,0.005,0.003,0,0.001,0,0,0,0.021,1,3.103,7,1,0,31996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2,valid,2,0.016,1,7,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,31868
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e1_1753,valid,2,0.016,1,7,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,0,0.021,0,0,0,31872
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e2_155,valid,2,0.017,1,7,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,31852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e2_1599_e8_1334,valid,2,0.016,1,7,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,32680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929,valid,2,0.018,1,7,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,0,0.021,0,0,0,31724
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e4_578,valid,2,0.016,1,7,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,0,0.021,0,0,0,31900
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e5_1826,valid,2,0.016,1,7,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,31852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e6_2707,valid,2,0.015,1,7,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,31812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e8_1167,valid,2,0.015,1,7,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,31896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e8_101,valid,2,0.016,1,7,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,0,0.021,0,0,0,31908
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e8_926_e1_1065,valid,2,0.016,1,7,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,31772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e8_926_e8_2138,valid,2,0.017,1,7,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0.021,0,0.021,0,0,0,32992
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_all,valid,2,0.046,3,24,0,0,0,0,0,0.01,0.006,0,0.003,0,0,0,0.021,1,3.09,7,1,0,32804
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_1,valid,2,0.016,1,12,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,1,2.517,3,0,0,32200
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123,valid,2,0.032,3,22,0,0,0,0,0,0.01,0.004,0,0.002,0,0,0,0.021,1,3.013,6,1,0,33048
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e7_837_e7_1262,valid,2,0.027,3,22,0,0,0,0,0,0.008,0.003,0,0.002,0,0,0,0.021,1,3.012,6,1,0,32972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e7_856,valid,2,0.024,3,15,0,0,0,0,0,0.006,0.004,0.001,0.001,0,0,0,0.021,0,0.021,1,0,0,32620
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e8_953,valid,2,0.026,3,22,0,0,0,0,0,0.007,0.004,0,0.002,0,0,0,0.021,1,3.072,6,1,0,33140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e7_1465,valid,2,0.023,3,13,0,0,0,0,0,0.006,0.003,0,0.001,0,0,0,0.021,0,0.021,0,0,0,33152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e8_941,valid,2,0.026,3,22,0,0,0,0,0,0.007,0.004,0,0.002,0,0,0,0.021,1,3.01,6,1,0,33148
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2,valid,2,0.023,1,9,0,0,0,0,0,0.004,0.002,0.001,0.001,0,0,0,0.021,0,0.021,1,0,0,32168
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e7_1043,valid,2,0.013,1,7,0,0,0,0,0,0.002,0.001,0,0.001,0,0,0,0.021,0,0.021,0,0,0,32152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e8_1177,valid,2,0.015,1,9,0,0,0,0,0,0.003,0.001,0,0,0,0,0,0.021,0,0.021,1,0,0,32208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e8_656,valid,2,0.014,1,7,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32300
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3,valid,2,0.016,1,11,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0.021,0,0.021,2,0,0,31968
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e7_1444_e7_638,valid,2,0.015,1,11,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,2,0,0,32124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e7_425,valid,2,0.015,1,11,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,2,0,0,32024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e7_1062,valid,2,0.015,1,11,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,2,0,0,32000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e8_320,valid,2,0.015,1,11,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,2,0,0,32108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e8_1708,valid,2,0.015,1,11,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0.021,0,0.021,2,0,0,32032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4,valid,2,0.016,1,15,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,0,0.021,4,0,0,32340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4_e8_420_e7_572,valid,2,0.016,1,15,0,0,0,0,0,0.003,0.002,0,0.001,0,0,0,0.021,0,0.021,4,0,0,31920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4_e8_420_e8_1525,valid,2,0.017,1,15,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,0,0.021,4,0,0,32264
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4_e8_974,valid,2,0.017,1,15,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,0,0.021,4,0,0,32256
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6,valid,2,0.025,3,22,0,0,0,0,0,0.007,0.003,0.001,0.001,0,0,0,0.021,1,2.836,6,1,0,32604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e7_938_e2_1012,valid,2,0.026,3,20,0,0,0,0,0,0.007,0.003,0,0.002,0,0,0,0.021,1,2.933,4,0,0,32604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e8_1147_e2_1326,valid,2,0.026,3,26,0,0,0,0,0,0.009,0.004,0,0.002,0,0,0,0.021,1,2.928,8,1,0,32268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all,valid,2,0.035,4,33,0,0,0,0,0,0.01,0.005,0,0.003,0,0,0,0.021,1,3.151,10,1,0,32784
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e7_907,valid,2,0.034,4,30,0,0,0,0,0,0.01,0.005,0.001,0.003,0,0,0,0.021,2,3.72,8,0,0,32920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e7_907_e7_1363,valid,2,0.044,4,29,0,0,0,0,0,0.012,0.005,0.001,0.004,0,0,0,0.021,1,3.131,7,0,0,32684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e8_251,valid,2,0.033,4,33,0,0,0,0,0,0.009,0.005,0.001,0.003,0,0,0,0.021,1,3.154,10,1,0,32900
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters_e8_371_e2_80,valid,2,0.009,0,4,0,0,0,0,0,0.001,0,0,0,0,0,0,0.021,0,0.021,0,0,0,30496
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e2_3,valid,2,0.017,1,15,0,0,0,0,0,0.005,0.002,0,0.001,0,0,0,0.021,2,2.585,5,0,0,32244
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389,valid,2,0.015,1,10,0,0,0,0,0,0.004,0.001,0,0.001,0,0,0,0.021,3,2.953,3,0,0,32368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389_e4_294,valid,2,0.019,1,15,0,0,0,0,0,0.004,0.002,0,0.001,0,0,0,0.021,2,2.585,5,0,0,32396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389_e5_5,valid,2,0.015,1,10,0,0,0,0,0,0.004,0.001,0,0.001,0,0,0,0.021,3,3.05,3,0,0,32468
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e2_352,valid,2,0.024,3,16,0,0,0,0,0,0.008,0.002,0,0.002,0,0,0,0.021,3,2.876,6,3,0,32480
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e3_132,valid,2,0.026,3,16,0,0,0,0,0,0.008,0.003,0,0.002,0,0,0,0.021,3,3.114,7,4,0,32612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e2_63,valid,2,0.019,2,13,0,0,0,0,0,0.005,0.002,0,0.002,0,0,0,0.021,3,3.101,4,1,0,32400
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_329_e4_1,valid,2,0.023,2,13,0,0,0,0,0,0.006,0.002,0,0.002,0,0,0,0.021,3,3.101,4,1,0,32432
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_329_e5_124,valid,2,0.023,2,15,0,0,0,0,0,0.006,0.002,0,0.002,0,0,0,0.021,3,3.179,5,1,0,32460
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_99,valid,2,0.022,2,13,0,0,0,0,0,0.006,0.002,0,0.002,0,0,0,0.021,3,3.103,4,1,0,32156
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e2_169,valid,2,0.023,3,16,0,0,0,0,0,0.007,0.002,0,0.002,0,0,0,0.021,3,3.216,6,3,0,32492
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e3_222,valid,2,0.023,3,16,0,0,0,0,0,0.007,0.002,0,0.002,0,0,0,0.021,3,3.327,6,3,0,32376
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e2_63,valid,2,0.016,1,11,0,0,0,0,0,0.004,0.001,0,0.001,0,0,0,0.021,2,2.463,3,0,0,32372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_207,valid,2,0.014,1,11,0,0,0,0,0,0.004,0.001,0,0.001,0,0,0,0.021,2,2.481,3,0,0,32464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_442_e4_165,valid,2,0.014,1,11,0,0,0,0,0,0.004,0.001,0,0.001,0,0,0,0.021,2,2.463,3,0,0,32480
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_442_e5_260,valid,2,0.015,1,11,0,0,0,0,0,0.004,0.001,0,0.001,0,0,0,0.021,2,2.562,3,0,0,32400
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e3_42,valid,2,0.024,3,20,0,0,0,0,0,0.008,0.002,0,0.002,0,0,0,0.021,3,3.067,9,4,0,32532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8,invalid,2,0.011,0,5,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74,invalid,2,0.01,0,5,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32572
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74_e7_740,invalid,2,0.009,0,5,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32664
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74_e8_302,invalid,2,0.013,0,5,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32496
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e8_220,invalid,2,0.01,0,5,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e8_220_e7_249,invalid,2,0.01,0,5,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.021,0,0.021,0,0,0,32784
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_1,valid,2,0.042,3,18,0,0,0,0,0,0.008,0.005,0.001,0.004,0,0,0,0.021,1,4.907,3,0,0,36992
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_1_e7_1669,valid,2,0.039,3,24,0,0,0,0,0,0.01,0.004,0,0.003,0,0,0,0.021,1,4.993,6,0,0,36884
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3,valid,2,0.032,2,16,0,0,0,0,0,0.007,0.003,0,0.002,0,0,0,0.021,2,5.75,6,2,0,40944
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e7_1312_e8_1916,valid,2,0.029,2,16,0,0,0,0,0,0.006,0.003,0,0.003,0,0,0,0.021,2,5.744,6,2,0,39180
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703,valid,2,0.028,2,16,0,0,0,0,0,0.005,0.003,0,0.002,0,0,0,0.021,2,5.67,6,2,0,39132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703_e8_2560,valid,2,0.028,2,16,0,0,0,0,0,0.005,0.003,0,0.002,0,0,0,0.021,2,5.777,6,2,0,39132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_4,valid,2,0.029,2,19,0,0,0,0,0,0.006,0.003,0,0.002,0,0,0,0.021,1,4.953,6,1,0,39128
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_4_e7_1775_e7_3320,valid,2,0.029,2,17,0,0,0,0,0,0.006,0.003,0,0.002,0,0,0,0.021,1,4.915,4,0,0,39112
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_5,valid,2,0.028,2,15,0,0,0,0,0,0.005,0.003,0,0.002,0,0,0,0.021,1,4.891,3,0,0,38920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_5_e7_3307,valid,2,0.028,2,15,0,0,0,0,0,0.006,0.003,0,0.002,0,0,0,0.021,1,4.822,3,0,0,38888
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_6,valid,2,0.028,2,19,0,0,0,0,0,0.006,0.003,0,0.002,0,0,0,0.021,1,4.955,6,1,0,43016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_6_e7_1096_e7_2688,valid,2,0.044,2,15,0,0,0,0,0,0.009,0.004,0,0.003,0,0,0,0.021,1,4.805,3,0,0,38904
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e2_2724_e7_524,valid,2,0.088,6,49,0,0,0,0,0,0.027,0.009,0.002,0.006,0,0,0,0.021,1,5.237,19,5,0,39192
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e3_59_e7_2122,valid,2,0.079,6,51,0,0,0,0,0,0.025,0.009,0.001,0.005,0,0,0,0.021,1,5.426,20,5,0,39172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e7_3176,valid,3,0.112,1 0,91,0,0,0,0,0,0.037,0.013,0.001,0.008,0,0,0,0.021,1,5.359,34,4,0,38916
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e7_3176_e1_2924,valid,3,0.112,1 0,102,0,0,0,0,0,0.038,0.014,0.002,0.007,0,0,0,0.021,1,5.534,40,6,0,39196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e8_2126_e7_78,valid,2,0.07,6,45,0,0,0,0,0,0.021,0.007,0.001,0.004,0,0,0,0.021,1,5.308,16,4,0,38940
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all,valid,2,0.063,6,47,0,0,0,0,0,0.017,0.007,0.001,0.005,0,0,0,0.021,1,5.37,18,5,0,39128
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e1_2706_e7_1776,valid,2,0.07,6,51,0,0,0,0,0,0.022,0.008,0.001,0.004,0,0,0,0.021,1,5.299,20,5,0,39196
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e2_1117_e7_553,valid,2,0.079,6,45,0,0,0,0,0,0.022,0.009,0.001,0.005,0,0,0,0.021,1,5.367,15,3,0,39132
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e3_557_e7_3464,valid,2,0.08,6,53,0,0,0,0,0,0.024,0.009,0.001,0.005,0,0,0,0.021,1,5.241,21,5,0,43120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e7_591,valid,2,0.072,6,37,0,0,0,0,0,0.022,0.007,0.001,0.005,0,0,0,0.021,1,5.043,10,2,0,40996
