Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_length,ucl_f_length,ucl_i_length,sml_mem,ucl_f_mem,ucl_i_mem,max
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway,valid,4,0.196,10 8 4,186,0,0,0,N/A,N/A,N/A,N/A,N/A,0.059,0.018,0.002,0.016,163,99,115,22,0,0,N/A,19,11,N/A,2.542,1.512,30360
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e8_6,valid,2,0.035,5,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.003,0.001,0.003,15,0,5,0,0,0,N/A,5,5,N/A,0.963,0.906,29716
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/ums,valid,2,0.107,7,47,0,0,0,N/A,N/A,N/A,N/A,N/A,0.035,0.006,0.001,0.012,40,29,38,13,0,0,N/A,11,9,N/A,2.167,1.509,31056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway_e7_1834,valid,2,0.035,3,20,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.002,0.001,0.002,13,5,8,3,0,0,N/A,4,3,N/A,0.723,0.737,29492
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e7_207_e7_41,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,28652
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e8_6_e7_651,invalid,0,0.012,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,28580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/ums_e8_1032,valid,2,0.062,4,18,0,0,0,N/A,N/A,N/A,N/A,N/A,0.019,0.002,0,0.006,7,3,7,1,0,0,N/A,5,4,N/A,1.18,0.854,29396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e8_6_e8_427,invalid,1,0.015,0,7,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.001,0,0.002,0,0,1,0,0,0,N/A,0,0,N/A,0.021,0.021,28796
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway_e7_1834_e8_3192,valid,4,0.172,10 8 4,186,0,0,0,N/A,N/A,N/A,N/A,N/A,0.065,0.017,0.003,0.015,163,99,115,22,0,0,N/A,19,11,N/A,2.537,1.512,29756
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e7_21,invalid,0,0.011,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,28688
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell,valid,2,0.036,5,30,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.003,0.001,0.003,16,0,5,0,0,0,N/A,5,5,N/A,0.983,0.927,28740
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway_e7_1834_e7_2363,valid,2,0.036,3,20,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.003,0,0.002,11,2,5,1,0,0,N/A,4,3,N/A,0.744,0.683,29484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/ums_e7_1700,invalid,1,0.402,26,178,0,0,0,N/A,N/A,N/A,N/A,N/A,0.135,0.022,0.005,0.059,140,93,126,28,0,0,N/A,36,31,N/A,4.144,3.779,30564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e7_207_e8_241,valid,2,0.036,5,30,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.003,0.001,0.003,16,0,5,0,0,0,N/A,5,5,N/A,0.981,0.925,28640
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/_6counter,invalid,5,0.122,7 5 3 2 1,221,0,0,0,N/A,N/A,N/A,N/A,N/A,0.057,0.015,0.002,0.01,161,121,130,7,0,0,N/A,10,4,N/A,0.799,0.447,29588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_76,valid,4,0.039,5 4 2,58,0,0,0,N/A,N/A,N/A,N/A,N/A,0.015,0.005,0.001,0.002,36,27,30,1,0,0,N/A,6,2,N/A,0.719,0.268,28820
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e8_64_e7_80,invalid,1,0.011,0,7,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.001,0,0.001,0,0,1,0,0,0,N/A,0,0,N/A,0.021,0.021,27536
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/switch2,invalid,1,0.016,0,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.001,0,0.001,4,1,3,0,0,0,N/A,2,1,N/A,0.403,0.245,28924
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/_6counter2,invalid,4,0.044,3 2 1 0,66,0,0,0,N/A,N/A,N/A,N/A,N/A,0.017,0.005,0.001,0.004,31,28,36,4,0,0,N/A,7,3,N/A,0.645,0.362,29192
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e8_64_e8_207,invalid,0,0.006,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,27588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e8_48,invalid,0,0.007,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,27572
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark,valid,3,0.038,4 2,49,0,0,0,N/A,N/A,N/A,N/A,N/A,0.014,0.005,0.001,0.002,31,19,22,1,0,0,N/A,7,3,N/A,0.672,0.343,28708
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/switch,invalid,1,0.013,0,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.001,0,0.001,4,1,3,0,0,0,N/A,2,1,N/A,0.403,0.245,28996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_27,valid,4,0.055,5 4 2,58,0,0,0,N/A,N/A,N/A,N/A,N/A,0.022,0.007,0.002,0.003,36,27,30,1,0,0,N/A,6,2,N/A,0.719,0.268,28676
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_27_e7_31,valid,4,0.04,5 4 2,58,0,0,0,N/A,N/A,N/A,N/A,N/A,0.015,0.005,0.001,0.002,36,27,30,1,0,0,N/A,6,2,N/A,0.719,0.268,28644
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e3_5120,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57492
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e2_2073_e8_3691,invalid,0,0.029,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.013,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,69960
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336,invalid,0,0.021,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.007,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,57600
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017_e7_2326,invalid,1,0.187,3,26,0,0,0,N/A,N/A,N/A,N/A,N/A,0.014,0.076,0.001,0.008,10,4,11,2,0,0,N/A,4,6,N/A,0.981,0.999,59880
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e7_2329_e3_4574,invalid,1,0.169,4,32,0,0,0,N/A,N/A,N/A,N/A,N/A,0.015,0.04,0.001,0.009,15,8,16,3,0,0,N/A,6,7,N/A,1.272,1.062,57580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e2_267,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61936
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_5070,valid,2,0.067,2,17,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.018,0,0.003,9,5,8,2,0,0,N/A,4,3,N/A,0.865,0.599,57784
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e1_913,invalid,1,0.138,0,19,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.093,0,0.005,7,3,7,0,0,0,N/A,1,2,N/A,0.704,0.691,40696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_1_e1_1092_e7_1119,invalid,0,0.017,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,36924
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2952,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39012
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e5_3248,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37064
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e3_1600_e2_676,invalid,1,4.619,4,47,0,0,0,N/A,N/A,N/A,N/A,N/A,0.017,4.477,0.002,0.009,20,2,17,0,0,0,N/A,6,7,N/A,1.214,1.135,71632
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e7_3191_e7_2146,invalid,0,0.016,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,36972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233_e1_3123,invalid,1,118.468,7,65,0,0,0,N/A,N/A,N/A,N/A,N/A,0.029,118.3,0.003,0.014,34,9,27,2,0,0,N/A,10,10,N/A,1.366,1.292,127988
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e1_1207_e1_1201,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39192
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e7_2886,invalid,0,0.025,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.01,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,63784
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e1_2375,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37088
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_5_e2_2884_e1_2678,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e2_2924_e7_3371,invalid,0,0.033,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.021,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,38964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e2_6104_e1_6205,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_6,valid,6,2.746,23 21 18 13 7,366,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.154,2.244,0.009,0.074,315,289,308,39,0,0,N/A,30,7,N/A,3.606,1.082,88568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61760
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e3_1600_e7_1607,invalid,0,0.019,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.007,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,39020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_3_e2_2236_e3_2657,invalid,1,0.08,1,17,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.026,0.001,0.005,5,2,6,1,0,0,N/A,3,2,N/A,0.777,0.505,35108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843_e2_1145,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017,invalid,1,0.089,0,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.024,0,0.006,4,2,5,1,0,0,N/A,1,2,N/A,0.474,0.623,59784
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e2_3460_e1_1455,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e1_5710,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_9,valid,2,0.171,2,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.122,0.001,0.002,11,2,9,0,0,0,N/A,2,4,N/A,0.58,1.045,38056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e3_3846,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61644
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e2_1089,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61880
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e2_2785_e3_1744,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e7_3191_e1_1303,invalid,0,0.016,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.005,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,39152
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e1_3998,invalid,2,84.086,13 4,232,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.15,83.517,0.011,0.061,195,164,188,20,0,0,N/A,25,17,N/A,3.911,2.171,552896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336_e2_1255,invalid,0,0.023,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.008,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,57596
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59648
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e1_6463,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336_e1_541,invalid,0,0.022,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.008,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,57716
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1a,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e3_4298,invalid,2,7.417,8 3,90,0,0,0,N/A,N/A,N/A,N/A,N/A,0.041,7.126,0.003,0.036,48,28,42,3,0,0,N/A,8,10,N/A,1.427,1.503,89364
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1a_e2_284_e7_998,invalid,2,59.555,26 12,521,0.001,0.001,0.007,N/A,N/A,N/A,N/A,N/A,0.53,58.451,0.022,0.081,642,611,654,181,0,0,N/A,55,28,N/A,6.281,3.97,1185492
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e3_422,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36988
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e3_1549,invalid,1,18.052,4,52,0,0,0,N/A,N/A,N/A,N/A,N/A,0.019,17.95,0.002,0.009,27,11,24,0,0,0,N/A,5,8,N/A,1.202,1.152,85984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_11_e3_2076_e1_1270,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34912
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671_e7_1882,invalid,0,0.03,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.01,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,37048
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e2_1618_e2_138,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e3_144_e7_523,invalid,0,0.022,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.008,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,59608
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e7_25_e2_5340,invalid,0,0.024,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.009,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,59672
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e7_5406,invalid,0,0.06,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.042,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,69936
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671_e4_147,invalid,1,31.592,1,18,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,31.535,0.001,0.006,5,2,6,0,0,0,N/A,2,2,N/A,0.754,0.688,75748
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e1_3587_e7_872,invalid,0,0.023,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.008,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,57724
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e1_1759,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61900
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e1_4783,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59620
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e4_3719,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74040
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843_e7_2225,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e8_5504_e7_579,invalid,0,0.046,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.03,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,69972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e7_2574,invalid,0,0.016,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,36996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e2_2799_e7_2499,invalid,1,0.12,2,24,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,0.029,0.001,0.007,12,8,13,3,0,0,N/A,3,4,N/A,0.917,0.895,57736
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e3_5422_e1_2288,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e1_1139_e2_2893,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39100
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_rt_e3_1770_e2_637,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233,invalid,1,74.876,5,50,0,0,0,N/A,N/A,N/A,N/A,N/A,0.019,74.758,0.002,0.01,28,10,21,2,0,0,N/A,9,7,N/A,1.566,1.184,100928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e1_4640_e7_128,invalid,0,0.024,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.008,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,59572
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_8_e2_3896_e3_3125,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57676
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11_e1_2450,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57584
