Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_length,ucl_f_length,ucl_i_length,sml_mem,ucl_f_mem,ucl_i_mem,max
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e2_3460_e7_471,invalid,0,0.023,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.007,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,41232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e3_1259_e1_5798,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59548
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671,invalid,1,3.504,2,31,0,0,0,N/A,N/A,N/A,N/A,N/A,0.015,3.419,0.001,0.008,16,10,16,1,0,0,N/A,4,4,N/A,1.091,0.854,60268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e7_3568,invalid,0,0.022,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.008,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,36960
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e2_6104,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61828
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e2_1618_e7_4732,invalid,0,0.028,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.009,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,57584
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233_e3_2970,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41076
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e2_5774,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69856
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843_e3_5316,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e3_1543,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72252
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e2_3678,invalid,1,377.12,7,71,0,0,0,N/A,N/A,N/A,N/A,N/A,0.034,376.869,0.003,0.016,43,27,41,1,0,0,N/A,10,9,N/A,1.517,1.241,168860
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e1_1835,valid,4,28.545,10 8 5,164,0,0,0,N/A,N/A,N/A,N/A,N/A,0.088,28.22,0.007,0.033,132,126,133,10,0,0,N/A,14,6,N/A,1.957,1.02,147144
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_1_e1_1092_e2_1853,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017_e3_1763,invalid,1,0.194,3,28,0,0,0,N/A,N/A,N/A,N/A,N/A,0.016,0.057,0.001,0.01,14,8,15,4,0,0,N/A,4,6,N/A,1.084,1.105,57588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017_e1_5832,invalid,1,0.108,0,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.03,0,0.006,2,0,3,0,0,0,N/A,1,2,N/A,0.485,0.556,59636
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57576
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e7_3528,invalid,2,3.95,7 2,85,0,0,0,N/A,N/A,N/A,N/A,N/A,0.055,3.619,0.004,0.037,57,39,51,12,0,0,N/A,11,8,N/A,1.592,1.354,75412
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e2_3460,invalid,1,0.453,1,31,0,0,0,N/A,N/A,N/A,N/A,N/A,0.014,0.372,0.001,0.008,15,8,15,0,0,0,N/A,2,3,N/A,0.891,0.814,45664
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e7_2329,invalid,1,0.185,3,26,0,0,0,N/A,N/A,N/A,N/A,N/A,0.016,0.036,0.001,0.011,15,9,15,6,0,0,N/A,5,5,N/A,1.14,0.99,57644
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711,valid,2,0.048,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.008,0.001,0.002,4,0,2,0,0,0,N/A,2,1,N/A,0.544,0.386,34852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34840
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e2_2799_e2_2251,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336_e7_685,invalid,0,0.028,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.01,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,57804
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e1_4783_e1_3755,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59808
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1a_e2_284_e2_2755,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34808
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e1_1207_e3_1928,invalid,1,0.787,3,38,0,0,0,N/A,N/A,N/A,N/A,N/A,0.018,0.634,0.002,0.009,16,2,14,1,0,0,N/A,5,5,N/A,1.188,1.064,51052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e2_1618_e3_2012,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59888
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_6,valid,2,0.056,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.011,0,0.002,3,2,3,1,0,0,N/A,2,1,N/A,0.533,0.268,59804
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e3_3429,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e4_1791,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e8_5861,invalid,0,0.067,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.047,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,69988
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59864
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e7_25_e3_829,invalid,0,0.03,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.012,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,59824
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_3_e2_2236,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35076
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e1_913_e3_2128,invalid,1,16.624,1,23,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,16.553,0.001,0.007,9,4,9,0,0,0,N/A,2,3,N/A,0.845,0.738,65080
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_8_e3_786,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e7_5406_e2_3084,invalid,0,0.061,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.042,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,70172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e2_3049_e3_2697,invalid,1,11.132,1,18,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,11.065,0.001,0.007,5,2,6,0,0,0,N/A,2,2,N/A,0.754,0.688,63928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_7_e7_3157_e2_2082,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57760
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_3184_e7_1888,valid,2,0.092,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.021,0.001,0.003,9,4,7,3,0,0,N/A,3,3,N/A,0.854,0.599,59852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_u1_e7_3318,invalid,1,0.069,0,14,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.016,0,0.005,3,1,4,0,0,0,N/A,1,2,N/A,0.489,0.563,39096
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70168
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_7_e2_2872_e3_2640,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57428
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_u1,valid,5,1.781,18 16 11 6,285,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.165,1.303,0.008,0.047,270,248,264,49,0,0,N/A,33,8,N/A,3.54,1.354,70588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e2_402,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57752
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e7_1941_e2_6086,invalid,0,0.033,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.013,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,65908
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_8,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57528
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_2,valid,2,0.031,1,9,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.006,0,0.001,3,2,3,1,0,0,N/A,2,1,N/A,0.535,0.267,31976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_2_e7_2910_e2_611,invalid,0,0.017,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.007,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,33124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_5,valid,2,0.058,2,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.011,0,0.002,5,2,4,1,0,0,N/A,3,2,N/A,0.688,0.414,41232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_2_e1_834_e2_3395,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e8_1708,valid,2,7.033,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,7.005,0.001,0.001,4,1,4,0,0,0,N/A,1,2,N/A,0.515,0.617,51032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_1_e3_1884_e7_1875,valid,2,0.037,1,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.009,0,0.001,1,0,1,0,0,0,N/A,1,1,N/A,0.364,0.305,32484
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_2_e3_929,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26740
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e7_1444_e7_638,valid,2,6.486,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,6.459,0.001,0.001,5,2,4,0,0,0,N/A,1,1,N/A,0.515,0.455,51732
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_3_e3_2581,invalid,0,0.023,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.01,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,43148
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e8_953_e8_941,valid,2,51.37,3,29,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,51.316,0.002,0.002,13,2,11,1,0,0,N/A,3,4,N/A,0.786,0.94,80696
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447_e5_2444,invalid,0,0.014,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.004,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,31116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_all,valid,4,0.163,3 2 0,76,0,0,0,N/A,N/A,N/A,N/A,N/A,0.037,0.066,0.003,0.006,53,40,46,10,0,0,N/A,10,6,N/A,1.144,0.903,35816
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i1_e3_2145_e4_1717,invalid,0,0.015,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,32120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i1_e3_2145_e1_2667,invalid,0,0.015,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,32340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e1_1416,invalid,0,0.014,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.004,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e3_1864_e7_251,invalid,1,0.084,0,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.055,0,0.003,0,0,1,0,0,0,N/A,0,0,N/A,0.021,0.021,33668
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_123_e7_837_e3_135,invalid,1,0.066,0,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.039,0,0.002,0,0,1,0,0,0,N/A,0,0,N/A,0.021,0.021,33372
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_2_e1_834,invalid,0,0.021,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.008,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,41104
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_1_e2_162_e7_1545,valid,4,0.308,4 3 2,80,0,0,0,N/A,N/A,N/A,N/A,N/A,0.043,0.193,0.004,0.009,60,53,61,17,0,0,N/A,13,6,N/A,1.643,0.912,47208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_3_e2_819,invalid,0,0.019,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.007,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,33520
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_4_e8_974,valid,2,0.03,1,12,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,0.005,0,0.001,5,3,5,1,0,0,N/A,1,2,N/A,0.495,0.434,33360
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_2_e1_1753,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_1118_e2_237,invalid,0,0.014,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.004,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,31092
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_3_e2_819_e5_2554,invalid,0,0.019,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.008,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,33384
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_2_e8_1118_e8_1177,valid,2,10.186,1,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.004,10.16,0.001,0.001,4,1,4,0,0,0,N/A,1,2,N/A,0.513,0.611,56920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447_e7_2194,invalid,2,0.949,2 1,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,0.894,0.001,0.007,7,4,8,2,0,0,N/A,3,2,N/A,0.762,0.49,43488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_3_e3_1041,invalid,1,0.052,0,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.027,0,0.002,0,0,1,0,0,0,N/A,0,0,N/A,0.021,0.021,33508
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e3_1864_e5_1637,invalid,0,0.015,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,31392
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447,invalid,2,0.793,2 1,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,0.74,0.001,0.006,7,4,8,2,0,0,N/A,3,2,N/A,0.762,0.49,41680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_3_e3_2581_e5_4006,invalid,0,0.015,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,41124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_i1,invalid,0,0.012,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,29928
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_2_e3_929_e5_1826,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24516
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i1,invalid,0,0.016,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.006,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,32060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_all_e3_1864_e4_34,invalid,0,0.015,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0.001,0,0,0,0,0,0,N/A,0,0,N/A,0,0,30980
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i1_e3_2145_e8_2325,invalid,0,0.014,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,31564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_all_e4_1147_e7_497,valid,7,3.097,10 9 8 7 6 4,261,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.209,2.534,0.01,0.072,220,201,223,69,0,0,N/A,26,17,N/A,2.939,1.852,128448
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_6_e7_938_e2_1012,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22472
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i2,invalid,1,0.037,0,8,0,0,0,N/A,N/A,N/A,N/A,N/A,0.002,0.008,0,0.003,0,0,1,0,0,0,N/A,0,0,N/A,0.021,0.021,31900
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i1_e2_1758_e8_12,invalid,0,0.015,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.005,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,31276
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MOESI_2_e3_929_e6_2707,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24724
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_i3_e1_447_e2_1098,invalid,0,0.013,N/A,2,0,0,0,N/A,N/A,N/A,N/A,N/A,0,0.004,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0,0,31052
