Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_ind_length,ul_ind_length,ul_init_length,sml_ind_mem,ul_ind_mem,ul_init_mem,sml_init_length,sml_init_mem,i_sml,i_reuse_sml,ic3_extra_time_n0,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway,valid,3,0.153,10 5,68,0,0,0,0,0,0,0,0,0.042,0.008,0.002,0.022,120,68,81,18,50,28,10,18,9,17.08,2.312,1.226,5,11.519,48,38,0,30164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e8_6,valid,2,0.039,5,22,0,0,0,0,0,0,0,0,0.013,0.002,0.001,0.004,15,0,5,0,0,0,0,5,5,0.021,0.963,0.906,3,6.407,10,7,0,29068
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/ums,valid,2,0.124,9,46,0,0,0,0,0,0,0,0,0.037,0.005,0.002,0.023,44,28,39,11,19,8,4,11,11,25.738,2.13,2.045,2,20.79,14,3,0,31212
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway_e7_1834,valid,2,0.039,3,18,0,0,0,0,0,0,0,0,0.008,0.002,0.001,0.005,13,5,8,3,4,0,1,4,3,7.446,0.723,0.737,3,9.299,5,2,0,29220
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e7_207_e7_41,invalid,0,0.01,N/A,2,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e8_6_e7_651,invalid,0,0.011,N/A,2,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28692
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/ums_e8_1032,valid,2,0.065,4,18,0,0,0,0,0,0,0,0,0.019,0.003,0,0.006,7,3,7,1,3,0,0,5,4,0.021,1.18,0.854,0,0.021,0,0,0,31232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e8_6_e8_427,invalid,1,0.014,0,7,0,0,0,0,0,0,0,0,0.002,0.001,0,0.002,0,0,1,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,28684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway_e7_1834_e8_3192,valid,3,0.132,10 5,68,0,0,0,0,0,0,0,0,0.044,0.007,0.003,0.02,120,68,81,18,50,28,10,18,9,17.057,2.303,1.22,5,11.469,48,38,0,29584
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e7_21,invalid,0,0.013,N/A,2,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell,valid,2,0.037,5,22,0,0,0,0,0,0,0,0,0.012,0.002,0.001,0.004,16,0,5,0,0,0,0,5,5,0.021,0.983,0.927,3,6.372,11,8,0,28684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway_e7_1834_e7_2363,valid,2,0.039,3,17,0,0,0,0,0,0,0,0,0.01,0.002,0,0.004,11,2,5,1,2,0,0,4,3,0.021,0.744,0.683,3,9.28,6,3,0,29348
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/ums_e7_1700,invalid,1,0.328,20,114,0,0,0,0,0,0,0.001,0,0.097,0.013,0.004,0.067,116,78,106,19,66,30,12,32,26,44.67,3.969,3.662,3,23.727,32,8,0,31048
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/production_cell_e7_207_e8_241,valid,2,0.034,5,22,0,0,0,0,0,0,0,0,0.011,0.002,0,0.004,16,0,5,0,0,0,0,5,5,0.021,0.981,0.925,3,6.383,11,8,0,29448
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/_6counter,invalid,5,0.095,7 5 3 2 1,86,0,0,0,0,0,0,0,0,0.045,0.007,0.001,0.01,161,121,130,5,115,102,7,10,4,2.068,0.861,0.447,1,0.87,38,35,0,29336
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_76,valid,4,0.028,5 4 2,34,0,0,0,0,0,0,0,0,0.011,0.002,0,0.001,36,27,30,1,24,18,4,6,2,1.089,0.715,0.268,1,0.86,8,6,0,29492
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e8_64_e7_80,invalid,1,0.01,0,7,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,1,0,0,0,0,0,0,0.021,0.021,0.021,0,0.021,0,0,0,27544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/switch2,invalid,1,0.013,0,13,0,0,0,0,0,0,0,0,0.003,0.001,0,0.001,4,1,3,0,1,0,0,2,1,0.021,0.403,0.245,2,1.333,2,0,0,29012
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/_6counter2,invalid,4,0.035,3 2 1 0,47,0,0,0,0,0,0,0,0,0.013,0.003,0.001,0.004,27,24,32,4,20,14,3,6,3,1.245,0.571,0.362,0,0.021,1,0,0,28872
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e8_64_e8_207,invalid,0,0.006,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27092
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e8_48,invalid,0,0.005,N/A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27040
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark,valid,3,0.033,4 2,31,0,0,0,0,0,0,0,0,0.014,0.003,0.001,0.002,31,19,22,1,18,10,4,7,3,1.219,0.672,0.343,1,0.723,9,8,0,29636
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/switch,invalid,1,0.012,0,13,0,0,0,0,0,0,0,0,0.002,0.001,0,0.001,4,1,3,0,1,0,0,2,1,0.021,0.403,0.245,2,1.345,2,0,0,29108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_27,valid,4,0.027,5 4 2,34,0,0,0,0,0,0,0,0,0.011,0.002,0.001,0.002,36,27,30,1,24,18,4,6,2,1.089,0.715,0.268,1,0.86,8,6,0,29684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_27_e7_31,valid,4,0.027,5 4 2,34,0,0,0,0,0,0,0,0,0.01,0.002,0,0.002,36,27,30,1,24,18,4,6,2,1.089,0.715,0.268,1,0.86,8,6,0,29496
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e3_5120,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e2_2073_e8_3691,invalid,0,0.028,N/A,2,0,0,0,0,0,0,0,0,0.001,0.013,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69980
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336,invalid,0,0.02,N/A,2,0,0,0,0,0,0,0,0,0.001,0.007,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57828
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017_e7_2326,invalid,1,0.209,3,28,0,0,0,0,0,0,0.001,0,0.012,0.1,0.001,0.01,13,6,13,2,6,1,1,4,6,6.694,0.981,0.999,1,6.061,5,0,0,57772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e7_2329_e3_4574,invalid,1,0.166,4,31,0,0,0,0,0,0,0,0,0.014,0.037,0.001,0.01,15,8,16,3,7,1,2,6,7,7.82,1.272,1.062,0,0.021,4,0,0,57604
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e2_267,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63948
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_5070,valid,2,0.07,2,17,0,0,0,0,0,0,0,0,0.007,0.016,0,0.004,9,5,8,2,4,0,1,4,3,6.72,0.865,0.599,1,6.286,2,0,0,57856
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e1_913,invalid,1,0.137,0,19,0,0,0,0,0,0,0,0,0.006,0.091,0.001,0.006,7,3,7,0,5,0,1,1,2,5.138,0.7,0.691,1,5.002,3,0,0,40480
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_1_e1_1092_e7_1119,invalid,0,0.02,N/A,2,0,0,0,0,0,0,0,0,0.001,0.006,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36992
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2952,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e5_3248,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37204
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e3_1600_e2_676,invalid,1,16.916,4,49,0,0,0,0,0,0,0,0,0.017,16.769,0.002,0.011,24,5,21,1,14,0,1,7,7,5.357,1.226,1.135,2,6.33,14,2,0.001,82472
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e7_3191_e7_2146,invalid,0,0.016,N/A,2,0,0,0,0,0,0,0,0,0,0.005,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233_e1_3123,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e1_1207_e1_1201,invalid,1,18.261,8,69,0,0,0,0,0,0.002,0.007,0,0.028,18.006,0.003,0.019,50,29,46,3,34,8,5,9,8,9.723,1.338,1.187,2,6.554,18,3,0.002,102060
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e7_2886,invalid,0,0.025,N/A,2,0,0,0,0,0,0,0,0,0.001,0.01,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61716
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e1_2375,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36996
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_5_e2_2884_e1_2678,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42380
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e2_2924_e7_3371,invalid,0,0.031,N/A,2,0,0,0,0,0,0,0,0,0.001,0.02,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e2_6104_e1_6205,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_6,valid,6,1.461,21 19 17 11 6,164,0,0,0.001,0,0,0.127,0.024,0.12,0.118,0.733,0.005,0.079,339,313,331,46,260,203,23,32,7,27.789,3.262,1.09,1,5.218,24,18,0.001,73464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e3_1600_e7_1607,invalid,0,0.018,N/A,2,0,0,0,0,0,0,0,0,0.001,0.006,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_3_e2_2236_e3_2657,invalid,1,0.077,1,17,0,0,0,0,0,0,0,0,0.006,0.026,0.001,0.004,5,2,6,1,2,0,0,3,2,0.021,0.777,0.505,0,0.021,1,0,0,35180
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843_e2_1145,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017,invalid,1,0.088,0,14,0,0,0,0,0,0,0,0,0.005,0.023,0,0.006,4,2,5,1,2,0,1,1,2,6.55,0.474,0.623,0,0.021,1,0,0,57572
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e2_3460_e1_1455,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e1_5710,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57616
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_9,valid,2,0.166,2,25,0,0,0,0,0,0,0,0,0.008,0.117,0.001,0.004,11,2,9,0,7,0,1,2,4,5.243,0.58,1.045,2,5.929,7,0,0,38056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e3_3846,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59884
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e2_1089,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61888
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e2_2785_e3_1744,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57804
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e7_3191_e1_1303,invalid,0,0.016,N/A,2,0,0,0,0,0,0,0,0,0,0.005,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39336
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e1_3998,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57656
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336_e2_1255,invalid,0,0.022,N/A,2,0,0,0,0,0,0,0,0,0.001,0.008,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57644
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95684
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e1_6463,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72320
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336_e1_541,invalid,0,0.022,N/A,2,0,0,0,0,0,0,0,0,0.001,0.007,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1a,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85516
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e3_4298,invalid,2,7.391,15 7,111,0,0,0.001,0,0,0.038,0.028,0.004,0.08,6.8,0.006,0.08,142,108,130,41,71,27,19,19,12,38.099,2.684,1.908,4,11.686,28,14,0.016,116640
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1a_e2_284_e7_998,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e3_422,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39084
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e3_1549,invalid,1,0.993,1,27,0,0,0,0,0,0,0,0,0.01,0.926,0.001,0.009,12,5,12,0,9,1,4,2,4,8.455,1.017,0.876,1,5.231,5,0,0,49296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_11_e3_2076_e1_1270,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671_e7_1882,invalid,0,0.016,N/A,2,0,0,0,0,0,0,0,0,0.001,0.005,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38988
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e2_1618_e2_138,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e3_144_e7_523,invalid,0,0.022,N/A,2,0,0,0,0,0,0,0,0,0.001,0.009,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57644
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e7_25_e2_5340,invalid,0,0.023,N/A,2,0,0,0,0,0,0,0,0,0.001,0.009,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e7_5406,invalid,0,0.058,N/A,2,0,0,0,0,0,0,0,0,0.001,0.04,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70220
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671_e4_147,invalid,1,31.164,1,18,0,0,0,0,0,0,0,0,0.006,31.108,0.001,0.006,5,2,6,0,3,0,0,2,2,0.021,0.754,0.688,0,0.021,1,0,0,75532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e1_3587_e7_872,invalid,0,0.021,N/A,2,0,0,0,0,0,0,0,0,0.001,0.007,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57648
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e1_1759,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e1_4783,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63732
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e4_3719,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843_e7_2225,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57752
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e8_5504_e7_579,invalid,0,0.043,N/A,2,0,0,0,0,0,0,0,0,0.001,0.029,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70276
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e7_2574,invalid,0,0.015,N/A,2,0,0,0,0,0,0,0,0,0,0.005,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e2_2799_e7_2499,invalid,1,0.178,4,30,0,0,0,0,0,0,0,0,0.017,0.043,0.001,0.01,18,10,19,5,8,4,1,6,8,6.493,1.11,1.047,0,0.021,5,0,0,61920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e3_5422_e1_2288,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59848
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e1_1139_e2_2893,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39212
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_rt_e3_1770_e2_637,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68848
